method,checkpoint,train_ann_acc,val_ann_acc,test_ann_acc,train_val_gap,n_lambda,lambda_mean,lambda_min,lambda_max,gamma_abs_mean,gamma_rms,gamma_abs_median,snn_sigma0_acc,snn_sigma0_std,snn_sigma1_acc,snn_sigma1_std,snn_drop,best_epoch
weights_only,best_val,88.622,87.03,86.27,1.5919999999999987,81,7.986871242523193,7.551938533782959,8.087549209594727,1.0073493719100952,1.0105360746383667,0.9994416236877441,82.96,0.0,32.21666666666667,0.474376784142451,50.743333333333325,26
weights_only,final,88.546,86.66,86.02,1.88600000000001,81,7.986732006072998,7.548898696899414,8.087807655334473,1.007461667060852,1.0106652975082397,0.9996349215507507,83.2,0.0,31.179999999999996,0.24269322199023147,52.02000000000001,26
all_parameters,best_val,88.472,87.01,86.59,1.461999999999989,81,6.862347602844238,6.46576452255249,6.981722831726074,0.867117702960968,0.8704870939254761,0.8620015382766724,82.96,0.0,25.44333333333333,0.055075705472860705,57.516666666666666,29
all_parameters,final,88.552,86.97,86.37,1.5820000000000078,81,6.8621602058410645,6.465485095977783,6.981547832489014,0.8670989274978638,0.8704688549041748,0.8619743585586548,83.14,0.0,26.083333333333332,0.128970280814354,57.05666666666667,29
