method,epoch,lr,train_ce,train_objective,train_online_acc,val_ce,val_acc,n_lambda,lambda_mean,lambda_min,lambda_max,gamma_abs_mean,gamma_rms,gamma_abs_median
weights_only,1,0.01,1.023121241455078,1.338789679222107,62.25,0.678362589263916,74.76,81,8.001025199890137,7.989884853363037,8.017428398132324,1.000842571258545,1.0012848377227783,0.9981605410575867
weights_only,2,0.009972609476841367,0.6065070504570007,0.917846383972168,77.332,0.557543518447876,79.4,81,8.000855445861816,7.963983058929443,8.029373168945312,1.0007517337799072,1.0014268159866333,0.9972739219665527
weights_only,3,0.009890738003669028,0.5336627868652344,0.8400375019454956,80.26,0.5206740530014038,80.57,81,8.000752449035645,7.94277286529541,8.039709091186523,1.000406265258789,1.0012810230255127,0.9966056942939758
weights_only,4,0.009755282581475769,0.4886504650974274,0.7900465023994446,82.074,0.4834310272216797,82.12,81,8.000358581542969,7.919930458068848,8.042170524597168,1.000291109085083,1.001340389251709,0.9959002137184143
weights_only,5,0.009567727288213004,0.4589912234401703,0.7554899709892273,82.996,0.47330384159088135,83.1,81,7.999837398529053,7.889946460723877,8.048381805419922,1.0002233982086182,1.0014464855194092,0.9949341416358948
weights_only,6,0.009330127018922194,0.43706371582984926,0.7287589408874512,83.998,0.4607823677062988,82.93,81,7.9989166259765625,7.859804630279541,8.051614761352539,1.0005697011947632,1.0019646883010864,0.9951063394546509
weights_only,7,0.009045084971874737,0.42372055004119874,0.710801043548584,84.48,0.44481350078582765,83.95,81,7.9979729652404785,7.836052894592285,8.059196472167969,1.0009721517562866,1.0025492906570435,0.9961166381835938
weights_only,8,0.00871572412738697,0.40597743913650514,0.6886428040885926,85.072,0.42189216480255126,84.65,81,7.9971466064453125,7.808762073516846,8.062586784362793,1.0013325214385986,1.0030477046966553,0.9950869679450989
weights_only,9,0.008345653031794291,0.39479441275596616,0.6732417671775818,85.62,0.42405304231643676,84.63,81,7.996222496032715,7.780764579772949,8.064127922058105,1.0017404556274414,1.0036213397979736,0.9951444268226624
weights_only,10,0.007938926261462365,0.38470549423217776,0.6591742024993896,86.004,0.40480538120269777,85.26,81,7.995339393615723,7.755260467529297,8.065103530883789,1.0021815299987793,1.0041908025741577,0.9955716133117676
weights_only,11,0.007499999999999999,0.38024934885025025,0.6509793405532837,85.96,0.4066553045749664,85.06,81,7.994693756103516,7.729794979095459,8.07018756866455,1.0023880004882812,1.0045360326766968,0.9948758482933044
weights_only,12,0.007033683215379001,0.370949395980835,0.6382052988433838,86.368,0.4095536952972412,85.08,81,7.9937052726745605,7.707836151123047,8.073505401611328,1.0029387474060059,1.0052140951156616,0.9961013197898865
weights_only,13,0.0065450849718747366,0.364995398311615,0.6290155608749389,86.616,0.39315093212127683,85.75,81,7.992829322814941,7.687431812286377,8.07192611694336,1.0034830570220947,1.0058798789978027,0.996628999710083
