method,epoch,lr,train_ce,train_objective,train_online_acc,val_ce,val_acc,n_lambda,lambda_mean,lambda_min,lambda_max,gamma_abs_mean,gamma_rms,gamma_abs_median
weights_only,1,0.01,1.0445231484413147,1.3579872931098937,61.504,0.6636741041183472,75.02,81,8.001138687133789,7.988780498504639,8.021283149719238,1.000725507736206,1.0012043714523315,0.997839629650116
weights_only,2,0.009972609476841367,0.5985737651824952,0.9077965636062622,77.572,0.5742440732955932,78.62,81,8.000856399536133,7.975605010986328,8.032770156860352,1.0007230043411255,1.0014315843582153,0.9978256225585938
weights_only,3,0.009890738003669028,0.5261162493896484,0.830362071762085,80.482,0.5056457952499389,81.65,81,8.000467300415039,7.9565300941467285,8.036062240600586,1.0005905628204346,1.0015498399734497,0.9966652393341064
weights_only,4,0.009755282581475769,0.48494243715286256,0.7842078407669067,82.232,0.4867257745742798,82.15,81,7.999918460845947,7.92802619934082,8.04143238067627,1.000544786453247,1.0017014741897583,0.9970245361328125
weights_only,5,0.009567727288213004,0.4579922540473938,0.7523377696037292,83.188,0.46795322704315184,82.68,81,7.999226093292236,7.900932312011719,8.045733451843262,1.0006239414215088,1.0019910335540771,0.9965033531188965
weights_only,6,0.009330127018922194,0.4356903718757629,0.7252573930740357,83.962,0.44415204639434813,83.91,81,7.998518466949463,7.8812432289123535,8.047419548034668,1.0008388757705688,1.00235915184021,0.9954901337623596
weights_only,7,0.009045084971874737,0.41884972358703615,0.7038317022895813,84.7,0.4257420877456665,84.21,81,7.9976806640625,7.855510234832764,8.048182487487793,1.001103162765503,1.0027872323989868,0.9955776929855347
weights_only,8,0.00871572412738697,0.40575485808372497,0.6863290556144714,85.046,0.42528834075927735,84.44,81,7.996697902679443,7.832525253295898,8.0540189743042,1.0016305446624756,1.0034812688827515,0.9958376884460449
weights_only,9,0.008345653031794291,0.39253305359840396,0.6689345124053955,85.45,0.41637862663269043,84.49,81,7.995861053466797,7.811685085296631,8.056205749511719,1.0020487308502197,1.0040395259857178,0.9958760738372803
weights_only,10,0.007938926261462365,0.3851378756904602,0.6575950274085999,85.83,0.40788096485137937,85.07,81,7.995207786560059,7.7898640632629395,8.054162979125977,1.0021965503692627,1.0043292045593262,0.9960257411003113
weights_only,11,0.007499999999999999,0.37418277814865114,0.6429367735671997,86.264,0.39348829326629636,85.56,81,7.994492530822754,7.768123149871826,8.057209968566895,1.0025091171264648,1.0047762393951416,0.9964946508407593
weights_only,12,0.007033683215379001,0.3638475280761719,0.6291392683982849,86.56,0.3935244426727295,85.31,81,7.993622303009033,7.747373580932617,8.0623779296875,1.002974271774292,1.0053656101226807,0.9962348937988281
weights_only,13,0.0065450849718747366,0.3620407435703278,0.624124369392395,86.816,0.38737045001983644,85.67,81,7.992726802825928,7.728391170501709,8.065496444702148,1.003516435623169,1.006027340888977,0.9970172643661499
weights_only,14,0.006039558454088796,0.3516244036960602,0.6107553939533233,87.218,0.39075611896514895,85.72,81,7.991881370544434,7.7126336097717285,8.063420295715332,1.004135012626648,1.0067647695541382,0.9982516765594482
weights_only,15,0.0055226423163382676,0.3485072615623474,0.6049463038253784,87.098,0.3785508867263794,85.95,81,7.991058826446533,7.696569442749023,8.064170837402344,1.0046558380126953,1.0073949098587036,0.9983753561973572
weights_only,16,0.005000000000000001,0.34319234315872194,0.5971853477096558,87.45,0.38291596660614013,85.83,81,7.990387439727783,7.681914329528809,8.065459251403809,1.0050747394561768,1.007885456085205,0.9977683424949646
weights_only,17,0.0044773576836617335,0.33725543075561526,0.5890591979598999,87.646,0.3811357330322266,86.35,81,7.989762783050537,7.669357776641846,8.066184043884277,1.0055134296417236,1.0084079504013062,0.9978125095367432
weights_only,18,0.003960441545911203,0.33360627449035646,0.583474699306488,87.79,0.3709520002365112,86.57,81,7.98914909362793,7.658024311065674,8.066019058227539,1.00595223903656,1.008911371231079,0.9980524182319641
weights_only,19,0.003454915028125263,0.3300218631839752,0.5781835194778442,87.916,0.3670291109085083,86.65,81,7.988667964935303,7.648950576782227,8.067615509033203,1.0062401294708252,1.0092599391937256,0.9976112842559814
weights_only,20,0.0029663167846209998,0.32423057648658754,0.5709161376190186,88.144,0.3753381233215332,86.08,81,7.9881744384765625,7.640720367431641,8.06743049621582,1.0066032409667969,1.0096791982650757,0.9975091218948364
weights_only,21,0.002500000000000001,0.3211796720123291,0.5666110619735718,88.2,0.36678056335449216,86.59,81,7.987712860107422,7.633622646331787,8.067352294921875,1.0069684982299805,1.0100922584533691,0.9976620078086853
weights_only,22,0.0020610737385376348,0.31799209908485415,0.5623788840293884,88.312,0.3619810267448425,87.07,81,7.987316608428955,7.627030372619629,8.066197395324707,1.0072730779647827,1.0104382038116455,0.9980197548866272
weights_only,23,0.0016543469682057104,0.3149298309516907,0.5584616247558594,88.336,0.36903766508102415,86.72,81,7.986995697021484,7.622635841369629,8.06589412689209,1.0075265169143677,1.0107260942459106,0.9979080557823181
weights_only,24,0.0012842758726130299,0.31512518370628356,0.5579825575256347,88.33,0.36996087322235105,86.66,81,7.986759662628174,7.61843204498291,8.065635681152344,1.0077025890350342,1.0109275579452515,0.997963011264801
weights_only,25,0.0009549150281252634,0.3114931274700165,0.553832970943451,88.544,0.362034060382843,86.76,81,7.986593246459961,7.615377426147461,8.06532096862793,1.007826566696167,1.011067509651184,0.998245358467102
weights_only,26,0.0006698729810778065,0.31187242758750916,0.5538369307327271,88.514,0.3629792106628418,86.79,81,7.986453056335449,7.613253593444824,8.065160751342773,1.007929801940918,1.0111896991729736,0.9984537363052368
weights_only,27,0.00043227271178699516,0.30870707625865934,0.5504159245872497,88.716,0.36028204517364504,86.87,81,7.986386299133301,7.611928462982178,8.065227508544922,1.007981300354004,1.0112497806549072,0.9983245134353638
weights_only,28,0.00024471741852423234,0.3086481024551392,0.5502013149642945,88.626,0.36230978202819825,86.75,81,7.986340045928955,7.611230850219727,8.065235137939453,1.0080187320709229,1.0112923383712769,0.9983434677124023
weights_only,29,0.00010926199633097157,0.3076687599849701,0.5491395092773438,88.738,0.3596369257926941,87.14,81,7.986327171325684,7.6108880043029785,8.0652437210083,1.008033275604248,1.0113091468811035,0.9982272982597351
