method,checkpoint,parameter_type,layer,value
weights_only,best_val,lambda,input_if,7.6108880043029785
weights_only,best_val,gamma_rms,bns.0,1.1783912181854248
weights_only,best_val,gamma_rms,bns.1,1.1486315727233887
weights_only,best_val,gamma_rms,bns.2,1.2267827987670898
weights_only,best_val,gamma_rms,bns.3,1.1379026174545288
weights_only,best_val,gamma_rms,bns.4,1.0594854354858398
weights_only,best_val,gamma_rms,bns.5,1.0808565616607666
weights_only,best_val,gamma_rms,bns.6,0.9792237281799316
weights_only,best_val,gamma_rms,bns.7,1.0685093402862549
weights_only,best_val,gamma_rms,bns.8,1.020829439163208
weights_only,best_val,gamma_rms,bns.9,1.0419228076934814
weights_only,best_val,gamma_rms,bns.10,0.9516226649284363
weights_only,best_val,gamma_rms,bns.11,1.0539954900741577
weights_only,best_val,gamma_rms,bns.12,0.9724880456924438
weights_only,best_val,gamma_rms,bns.13,1.052367091178894
weights_only,best_val,gamma_rms,bns.14,0.9669268727302551
weights_only,best_val,gamma_rms,bns.15,1.0474798679351807
weights_only,best_val,gamma_rms,bns.16,0.9596280455589294
weights_only,best_val,gamma_rms,bns.17,1.0497456789016724
weights_only,best_val,gamma_rms,bns.18,0.9683668613433838
weights_only,best_val,gamma_rms,bns.19,1.0364612340927124
weights_only,best_val,gamma_rms,bns.20,0.9898772835731506
weights_only,best_val,gamma_rms,bns.21,1.0411230325698853
weights_only,best_val,gamma_rms,bns.22,0.9828250408172607
weights_only,best_val,gamma_rms,bns.23,1.0390677452087402
weights_only,best_val,gamma_rms,bns.24,0.9763224124908447
weights_only,best_val,gamma_rms,bns.25,1.0326106548309326
weights_only,best_val,gamma_rms,bns.26,0.9381837844848633
weights_only,best_val,gamma_rms,bns.27,1.0302108526229858
weights_only,best_val,gamma_rms,bns.28,0.9522795677185059
weights_only,best_val,gamma_rms,bns.29,1.0375791788101196
weights_only,best_val,gamma_rms,bns.30,0.9612001776695251
weights_only,best_val,gamma_rms,bns.31,1.0300838947296143
weights_only,best_val,gamma_rms,bns.32,0.9691404700279236
weights_only,best_val,gamma_rms,bns.33,1.0290695428848267
weights_only,best_val,gamma_rms,bns.34,0.9376986026763916
weights_only,best_val,gamma_rms,bns.35,1.0342191457748413
weights_only,best_val,gamma_rms,bns.36,0.978370726108551
weights_only,best_val,gamma_rms,bns.37,1.0264101028442383
weights_only,best_val,gamma_rms,bns.38,0.9439436197280884
weights_only,best_val,gamma_rms,bns.39,1.0218921899795532
weights_only,best_val,gamma_rms,bns.40,0.9278402924537659
weights_only,best_val,gamma_rms,bns.41,1.0264406204223633
weights_only,best_val,gamma_rms,bns.42,0.9489343166351318
weights_only,best_val,gamma_rms,bns.43,1.026635766029358
weights_only,best_val,gamma_rms,bns.44,0.9588567018508911
weights_only,best_val,gamma_rms,bns.45,1.0262665748596191
weights_only,best_val,gamma_rms,bns.46,0.9569891691207886
weights_only,best_val,gamma_rms,bns.47,1.0198142528533936
weights_only,best_val,gamma_rms,bns.48,0.9637867212295532
weights_only,best_val,gamma_rms,bns.49,1.0217264890670776
weights_only,best_val,gamma_rms,bns.50,0.9731898307800293
weights_only,best_val,gamma_rms,bns.51,1.0197160243988037
weights_only,best_val,gamma_rms,bns.52,0.952338457107544
weights_only,best_val,gamma_rms,bns.53,1.0200915336608887
weights_only,best_val,gamma_rms,bns.54,0.9701929688453674
weights_only,best_val,gamma_rms,bns.55,1.017287254333496
weights_only,best_val,gamma_rms,bns.56,0.935065746307373
weights_only,best_val,gamma_rms,bns.57,1.0222731828689575
weights_only,best_val,gamma_rms,bns.58,0.9541631937026978
weights_only,best_val,gamma_rms,bns.59,1.022841453552246
weights_only,best_val,gamma_rms,bns.60,0.9527308940887451
weights_only,best_val,gamma_rms,bns.61,1.0182262659072876
weights_only,best_val,gamma_rms,bns.62,0.9463547468185425
weights_only,best_val,gamma_rms,bns.63,1.0220094919204712
weights_only,best_val,gamma_rms,bns.64,0.9569156765937805
weights_only,best_val,gamma_rms,bns.65,1.0215120315551758
weights_only,best_val,gamma_rms,bns.66,0.9553269743919373
weights_only,best_val,gamma_rms,bns.67,1.0216771364212036
weights_only,best_val,gamma_rms,bns.68,0.966999888420105
weights_only,best_val,gamma_rms,bns.69,1.0199741125106812
weights_only,best_val,gamma_rms,bns.70,0.9576454162597656
weights_only,best_val,gamma_rms,bns.71,1.0164508819580078
weights_only,best_val,gamma_rms,bns.72,0.939403772354126
weights_only,best_val,gamma_rms,bns.73,1.0190163850784302
weights_only,best_val,gamma_rms,bns.74,0.9532175660133362
weights_only,best_val,gamma_rms,bns.75,1.0190030336380005
weights_only,best_val,gamma_rms,bns.76,0.9563319683074951
weights_only,best_val,gamma_rms,bns.77,1.0178632736206055
weights_only,best_val,gamma_rms,bns.78,0.936190128326416
weights_only,best_val,gamma_rms,bns.79,1.321574091911316
weights_only,best_val,lambda,ifs.0,7.830134391784668
weights_only,best_val,lambda,ifs.1,7.825809001922607
weights_only,best_val,lambda,ifs.2,7.922467231750488
weights_only,best_val,lambda,ifs.3,7.8503265380859375
weights_only,best_val,lambda,ifs.4,7.911374568939209
weights_only,best_val,lambda,ifs.5,7.91468620300293
weights_only,best_val,lambda,ifs.6,7.945826053619385
weights_only,best_val,lambda,ifs.7,7.925594329833984
weights_only,best_val,lambda,ifs.8,7.960699558258057
weights_only,best_val,lambda,ifs.9,7.953025817871094
