L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,60.470000,60.270000,60.330000,60.210000,60.540000,60.230000,60.250000,59.250000,58.040000,55.990000,53.070000,49.100000,43.850000,36.810000,29.570000,22.230000,16.070000,11.230000,7.840000,5.880000,4.650000
