method,epoch,lr,train_ce,train_objective,train_online_acc,val_ce,val_acc,n_lambda,lambda_mean,lambda_min,lambda_max,gamma_abs_mean,gamma_rms,gamma_abs_median
weights_only,1,0.01,0.9514196893119812,1.1871611597061158,66.118,0.6240706377983093,76.84,61,8.000489234924316,7.970425128936768,8.022634506225586,1.00189208984375,1.0024961233139038,0.9971986413002014
weights_only,2,0.009972609476841367,0.57205030916214,0.8047179652786255,78.75,0.5310034142494202,80.35,61,7.999864101409912,7.942402362823486,8.042740821838379,1.0020289421081543,1.0029816627502441,0.9966657161712646
weights_only,3,0.009890738003669028,0.5105111887741088,0.7395489632034302,81.14,0.4997172180175781,81.62,61,7.998757362365723,7.910848617553711,8.057228088378906,1.0024551153182983,1.003643274307251,0.9978784918785095
weights_only,4,0.009755282581475769,0.47090619035720827,0.6962847024917602,82.654,0.46837483415603637,83.0,61,7.997622489929199,7.879977703094482,8.072761535644531,1.0028711557388306,1.0043437480926514,0.9967731237411499
weights_only,5,0.009567727288213004,0.4489005639362335,0.6706751196289062,83.52,0.45042510499954225,83.95,61,7.996210098266602,7.850149631500244,8.079533576965332,1.0035074949264526,1.0052372217178345,0.9967787265777588
weights_only,6,0.009330127018922194,0.4275194409275055,0.6457800105667114,84.308,0.4493706979751587,83.32,61,7.99484395980835,7.821359157562256,8.08655834197998,1.0042136907577515,1.006121277809143,0.9967173933982849
weights_only,7,0.009045084971874737,0.4166253675174713,0.6315179471588135,84.674,0.43432320051193235,84.19,61,7.993222713470459,7.794155120849609,8.091723442077637,1.005023717880249,1.007112741470337,0.9982377886772156
weights_only,8,0.00871572412738697,0.39995546988487246,0.6116121158409119,85.33,0.42138907470703124,84.83,61,7.9915595054626465,7.764006614685059,8.097959518432617,1.0059661865234375,1.0082590579986572,0.9990947246551514
weights_only,9,0.008345653031794291,0.3901810315513611,0.598756115474701,85.668,0.4122921914100647,85.3,61,7.990237712860107,7.732098579406738,8.101140022277832,1.0066266059875488,1.0090978145599365,0.9986002445220947
weights_only,10,0.007938926261462365,0.3823654060935974,0.5880594850349427,85.968,0.4060894094467163,85.21,61,7.98876953125,7.703219890594482,8.106637001037598,1.0073726177215576,1.0100451707839966,0.9992490410804749
weights_only,11,0.007499999999999999,0.3738361331367493,0.5768045581054687,86.258,0.40307168140411376,85.62,61,7.987367153167725,7.6729841232299805,8.110369682312012,1.0080835819244385,1.0109361410140991,1.0004353523254395
weights_only,12,0.007033683215379001,0.3627924671363831,0.5632170302963256,86.54,0.4007468650817871,85.62,61,7.9860758781433105,7.649763584136963,8.112174987792969,1.0088542699813843,1.0118621587753296,1.0009130239486694
weights_only,13,0.0065450849718747366,0.3580981202030182,0.5561605862045288,86.812,0.3959468351364136,85.71,61,7.984807014465332,7.626463413238525,8.114264488220215,1.009704351425171,1.012876272201538,1.0012316703796387
weights_only,14,0.006039558454088796,0.35057319864273073,0.5464665561294556,87.038,0.39535568046569824,85.85,61,7.983621120452881,7.605501651763916,8.117389678955078,1.0104726552963257,1.0138072967529297,1.0005813837051392
