method,checkpoint,parameter_type,layer,value
weights_only,best_val,lambda,input_if,7.486260890960693
weights_only,best_val,gamma_rms,bns.0,1.2620216608047485
weights_only,best_val,gamma_rms,bns.1,1.158953070640564
weights_only,best_val,gamma_rms,bns.2,1.199064016342163
weights_only,best_val,gamma_rms,bns.3,1.1202006340026855
weights_only,best_val,gamma_rms,bns.4,0.990667998790741
weights_only,best_val,gamma_rms,bns.5,1.114054799079895
weights_only,best_val,gamma_rms,bns.6,1.0181421041488647
weights_only,best_val,gamma_rms,bns.7,1.0806142091751099
weights_only,best_val,gamma_rms,bns.8,0.9772194623947144
weights_only,best_val,gamma_rms,bns.9,1.0676840543746948
weights_only,best_val,gamma_rms,bns.10,0.9691740274429321
weights_only,best_val,gamma_rms,bns.11,1.0609012842178345
weights_only,best_val,gamma_rms,bns.12,0.9698590636253357
weights_only,best_val,gamma_rms,bns.13,1.0610445737838745
weights_only,best_val,gamma_rms,bns.14,0.9919258952140808
weights_only,best_val,gamma_rms,bns.15,1.04207444190979
weights_only,best_val,gamma_rms,bns.16,0.9494228959083557
weights_only,best_val,gamma_rms,bns.17,1.0402456521987915
weights_only,best_val,gamma_rms,bns.18,0.9583099484443665
weights_only,best_val,gamma_rms,bns.19,1.0399010181427002
weights_only,best_val,gamma_rms,bns.20,0.9424353837966919
weights_only,best_val,gamma_rms,bns.21,1.0407813787460327
weights_only,best_val,gamma_rms,bns.22,0.9706958532333374
weights_only,best_val,gamma_rms,bns.23,1.0318937301635742
weights_only,best_val,gamma_rms,bns.24,0.955191969871521
weights_only,best_val,gamma_rms,bns.25,1.0403584241867065
weights_only,best_val,gamma_rms,bns.26,0.9755160212516785
weights_only,best_val,gamma_rms,bns.27,1.0333613157272339
weights_only,best_val,gamma_rms,bns.28,0.9430705308914185
weights_only,best_val,gamma_rms,bns.29,1.029848337173462
weights_only,best_val,gamma_rms,bns.30,0.9439199566841125
weights_only,best_val,gamma_rms,bns.31,1.0331690311431885
weights_only,best_val,gamma_rms,bns.32,0.9505179524421692
weights_only,best_val,gamma_rms,bns.33,1.0324301719665527
weights_only,best_val,gamma_rms,bns.34,0.953563928604126
weights_only,best_val,gamma_rms,bns.35,1.0289994478225708
weights_only,best_val,gamma_rms,bns.36,0.9487892985343933
weights_only,best_val,gamma_rms,bns.37,1.032094955444336
weights_only,best_val,gamma_rms,bns.38,0.957547128200531
weights_only,best_val,gamma_rms,bns.39,1.0338448286056519
weights_only,best_val,gamma_rms,bns.40,0.9608533382415771
weights_only,best_val,gamma_rms,bns.41,1.028120517730713
weights_only,best_val,gamma_rms,bns.42,0.9547253251075745
