method,checkpoint,train_ann_acc,val_ann_acc,test_ann_acc,train_val_gap,n_lambda,lambda_mean,lambda_min,lambda_max,gamma_abs_mean,gamma_rms,gamma_abs_median,snn_sigma0_acc,snn_sigma0_std,snn_sigma1_acc,snn_sigma1_std,snn_drop,best_epoch
weights_only,best_val,88.536,87.09,85.89,1.445999999999998,61,7.975846767425537,7.486260890960693,8.125926971435547,1.0159131288528442,1.0201489925384521,1.0063486099243164,80.7,0.0,27.58,0.06999999999999952,53.120000000000005,23
weights_only,final,88.706,86.82,85.6,1.88600000000001,61,7.974847316741943,7.471958637237549,8.12673282623291,1.0166884660720825,1.0210469961166382,1.0065902471542358,81.98,0.0,27.606666666666666,0.4775283586692344,54.373333333333335,23
all_parameters,best_val,88.628,87.02,86.26,1.608000000000004,61,6.849804878234863,6.440431594848633,6.985978603363037,0.8779608011245728,0.8827661871910095,0.8694717288017273,83.22,0.0,30.13,0.5566866263886711,53.09,30
all_parameters,final,88.628,87.02,86.26,1.608000000000004,61,6.849804878234863,6.440431594848633,6.985978603363037,0.8779608011245728,0.8827661871910095,0.8694717288017273,83.22,0.0,30.13,0.5566866263886711,53.09,30
