block,has_shortcut_conv,kappa_res_mean,kappa_sc_mean,phi_res_mean,phi_sc_mean,cov_mean,frac_phi_neg_res,frac_phi_neg_sc,delta_u_rms_mean
conv2_x.0,0,0.9513717293739319,1.0485234260559082,0.03841402381658554,0.010001379996538162,0.0007654253859072924,0.0,0.0,0.19307875633239746
conv2_x.1,0,0.6324138641357422,1.367449402809143,0.01086085382848978,0.010002773255109787,0.00010587222641333938,0.0,0.0,0.13552601635456085
conv3_x.0,1,1.17779541015625,0.8220453262329102,0.010455265641212463,0.010149876587092876,0.00016319261339958757,0.0,0.0,0.13740622997283936
conv3_x.1,0,0.4198693037033081,1.579972505569458,0.004247782286256552,0.009997798129916191,5.139265340403654e-05,0.0,0.0,0.11759412288665771
conv4_x.0,1,1.3671441078186035,0.6326529383659363,0.008825475350022316,0.004003947135061026,0.00010854011634364724,0.0,0.0,0.11185228824615479
conv4_x.1,0,0.49358367919921875,1.5062658786773682,0.005318790674209595,0.010009264573454857,-1.146950489783194e-05,0.0,0.0,0.12133051455020905
conv5_x.0,1,1.427815318107605,0.5721625089645386,0.06662816554307938,0.02667265385389328,0.0008181456942111254,0.0,0.0,0.30672362446784973
conv5_x.1,0,0.8315247297286987,1.1683584451675415,0.007664619944989681,0.010004689916968346,0.00015048449859023094,0.0,0.0,0.13349735736846924
