L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,51.616000,45.852000,36.568000,23.568000,10.720000,3.684000,1.218000,0.564000,0.314000,0.214000,0.184000,0.164000,0.158000,0.142000,0.124000,0.104000,0.094000,0.094000,0.106000,0.086000,0.090000
