name,role,is_head,matched,n_params,out_channels,bn_name,if_name,risk_mean,risk_max,p_gt_tau,q_mean,q_max,q_os_mean,q_mean_pre_norm,kappa_mean
layer1.0,layer1,False,True,1728,64,layer1.1,layer1.2,6.509339809417725,7.717676639556885,1.0,25.0373592376709,29.87070655822754,25.0373592376709,3.0114245414733887,1.0
layer1.4,layer1,False,True,36864,64,layer1.5,layer1.6,0.5578640699386597,3.6169538497924805,0.21875,1.2851204872131348,13.467815399169922,1.2851204872131348,3.0114245414733887,1.0
layer2.0,layer2,False,True,73728,128,layer2.1,layer2.2,0.7519427537918091,2.300906181335449,0.7421875,2.025967836380005,8.203624725341797,2.025967836380005,3.0114245414733887,1.0
layer2.4,layer2,False,True,147456,128,layer2.5,layer2.6,0.48345836997032166,0.6007264256477356,0.015625,1.0033113956451416,1.4029057025909424,1.0033113956451416,3.0114245414733887,1.0
layer3.0,layer3,False,True,294912,256,layer3.1,layer3.2,1.1389025449752808,2.209092140197754,0.98828125,3.5564143657684326,7.836368560791016,3.5564143657684326,3.0114245414733887,1.0
layer3.4,layer3,False,True,589824,256,layer3.5,layer3.6,0.5225732326507568,0.836830198764801,0.38671875,1.1309359073638916,2.347320795059204,1.1309359073638916,3.0114245414733887,1.0
layer3.8,layer3,False,True,589824,256,layer3.9,layer3.10,0.6820327639579773,1.223878026008606,0.7734375,1.7431142330169678,3.895512104034424,1.7431142330169678,3.0114245414733887,1.0
layer4.0,layer4,False,True,1179648,512,layer4.1,layer4.2,3.4000606536865234,6.812515735626221,1.0,12.60024356842041,26.250062942504883,12.60024356842041,3.0114245414733887,1.0
layer4.4,layer4,False,True,2359296,512,layer4.5,layer4.6,1.747890591621399,2.629915714263916,1.0,5.991562366485596,9.519662857055664,5.991562366485596,3.0114245414733887,1.0
layer4.8,layer4,False,True,2359296,512,layer4.9,layer4.10,0.8967347145080566,1.3647998571395874,1.0,2.5869388580322266,4.45919942855835,2.5869388580322266,3.0114245414733887,1.0
layer5.0,layer5,False,True,2359296,512,layer5.1,layer5.2,0.6372070908546448,0.891337513923645,0.962890625,1.5506420135498047,2.56535005569458,1.5506420135498047,3.0114245414733887,1.0
layer5.4,layer5,False,True,2359296,512,layer5.5,layer5.6,0.4823547899723053,0.4823547899723053,0.0,1.0,1.0,1.0,3.0114245414733887,1.0
layer5.8,layer5,False,True,2359296,512,layer5.9,layer5.10,0.48238229751586914,0.49644792079925537,0.0,1.0,1.0,1.0,3.0114245414733887,1.0
classifier.1,classifier_head,True,True,2097152,4096,,classifier.2,1.5774881839752197,1.5774881839752197,1.0,5.309952735900879,5.309952735900879,5.309952735900879,3.0114245414733887,1.0
classifier.4,classifier_head,True,True,16777216,4096,,classifier.5,0.8965665102005005,0.8965665102005005,1.0,2.586266040802002,2.586266040802002,2.586266040802002,3.0114245414733887,1.0
classifier.7,classifier_head,True,False,409600,100,,,nan,nan,nan,1.0,1.0,1.0,1.0,1.0
