epoch,alpha,q_assignment,q_mean,q_mean_pre_norm,q_tilde_mean,q_std,q_min,q_max,q_os_mean,q_os_std,p_gt_tau,p_at_qmax,q_cap,mean_normalize_q,ga_mode,ga_kappa_res_mean,ga_kappa_sc_mean,ga_frac_phi_neg_res,ga_cov_mean,risk_source,gm_p_mean,gm_d_mean,gm_m_mean,gm_r_mean,mne_grad_match_scale,mne_ref_grad_norm,reg_grad_norm,reg_coeff_grad_norm,ce_grad_norm,reg_ce_ratio,ann_train_acc,ann_test_acc,train_loss
0.0,4.0,raw,1.5680338199181325,1.4361674785614014,1.5680338199181325,2.3552699218053954,0.0021309226285666227,103.90296173095703,0.0,0.0,0.44381767900093744,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,1.2590591927819192,0.00012590591927819192,0.5391741390801847,0.00023351624299522918,19.322,30.56,868.4070377349854
1.0,4.0,raw,1.4535871902695092,1.4155230522155762,1.4535871902695092,2.2566367134718637,0.0029207286424934864,55.62778854370117,0.0,0.0,0.4629587713257431,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,1.163001702871038,0.0001163001702871038,0.7335840704764044,0.0001585369352575719,30.102,45.04,736.8058133125305
2.0,4.0,raw,1.394764076413401,1.3472532033920288,1.394764076413401,2.0757510393781735,0.004899756051599979,42.63435363769531,0.0,0.0,0.5064498217361967,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,1.2853163512721075,0.00012853163512721076,0.6844940490997471,0.00018777611769781892,36.704,48.04,671.7943469285965
3.0,4.0,raw,1.3206015002087255,1.2803314924240112,1.3206015002087255,1.7827455354163715,0.008010062389075756,32.1594352722168,0.0,0.0,0.5518664870115803,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,1.270513612291295,0.0001270513612291295,0.9604659049597891,0.00013228096965550135,44.178,56.03,603.6610186100006
4.0,4.0,raw,1.2386184717383226,1.1985965967178345,1.2386184717383226,1.5232918582608939,0.011945107020437717,20.55008316040039,0.0,0.0,0.5793110745032425,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,1.3878313189994687,0.00013878313189994687,0.7913739267885352,0.00017536985640042628,49.358,61.91,547.8322622776031
5.0,4.0,raw,1.1759591700170962,1.145416498184204,1.1759591700170962,1.3802443462259628,0.015323130413889885,19.452993392944336,0.0,0.0,0.5975367798829627,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,1.5891098608647394,0.00015891098608647396,0.8872866141584773,0.00017909769351945958,53.478,65.82,506.66983342170715
6.0,4.0,raw,1.1331887199445758,1.0888078212738037,1.1331887199445758,1.312586797777649,0.015067528001964092,14.053836822509766,0.0,0.0,0.607289017466328,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,1.822783933259549,0.00018227839332595491,0.9253885000929922,0.0001969749929976845,56.322,67.97,475.64849853515625
7.0,4.0,raw,1.1032839141538382,1.0939854383468628,1.1032839141538382,1.2014765803466367,0.01649641990661621,11.9927396774292,0.0,0.0,0.6170316644946633,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,2.205755826645265,0.00022057558266452653,0.8450451400743255,0.0002610222486400264,59.276,72.72,447.8285192847252
8.0,4.0,raw,1.1093606808606316,1.110442042350769,1.1093606808606316,1.1987527020447089,0.020008452236652374,13.70772933959961,0.0,0.0,0.6086173414269371,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,2.998320869007023,0.0002998320869007023,0.8712753570733185,0.0003441301127899009,61.526,70.63,423.35392838716507
9.0,4.0,raw,1.1075725274927475,1.1038236618041992,1.1075725274927475,1.1446632369399985,0.021452058106660843,15.10293960571289,0.0,0.0,0.6139668724725923,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,3.7976734188213137,0.00037976734188213137,0.8248127004321799,0.0004604285817654643,64.258,71.39,396.6645658612251
10.0,4.0,raw,1.1097078231899329,1.0912858247756958,1.1097078231899329,1.1058928497002254,0.025746537372469902,18.381324768066406,0.0,0.0,0.6123327109819788,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,4.988433479486058,0.0004988433479486058,0.8229862516461567,0.0006061381304375467,66.484,76.14,371.0494952201843
11.0,4.0,raw,1.1329343498820235,1.127700686454773,1.1329343498820235,1.167688879820392,0.02661685273051262,24.361957550048828,0.0,0.0,0.600252571160836,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,5.75898567309506,0.000575898567309506,0.8813535381324418,0.000653425149378552,68.1,78.93,356.279756963253
12.0,4.0,raw,1.142853451811749,1.1372177600860596,1.142853451811749,1.173548346590203,0.026074359193444252,28.2898006439209,0.0,0.0,0.596930962541829,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,7.0080143891206905,0.000700801438912069,1.1767766377391784,0.0005955263016254706,69.892,74.63,340.5627000927925
13.0,4.0,raw,1.1387026444115602,1.1287850141525269,1.1387026444115602,1.1590635849691717,0.028450721874833107,32.22916793823242,0.0,0.0,0.5973273797718155,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,7.010768704343297,0.0007010768704343298,0.9372844463882339,0.0007479873085869343,70.976,81.55,324.61092561483383
14.0,4.0,raw,1.1403708540265212,1.1490260362625122,1.1403708540265212,1.149644162648779,0.033242832869291306,34.48285675048828,0.0,0.0,0.597215488133833,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,8.051394285722132,0.0008051394285722133,0.8996073045918423,0.0008949898744291658,72.43,76.61,311.6825479865074
15.0,4.0,raw,1.160911228650671,1.1573485136032104,1.160911228650671,1.2237337913049762,0.03434715047478676,38.622432708740234,0.0,0.0,0.5790654460487463,0.0,0.0,0.0,off,1.0,1.0,0.0,0.0,bn,1.0,1.0,1.0,1.0,,,8.56351177141943,0.000856351177141943,0.9016870395186916,0.0009497210668560255,73.276,83.85,303.5323576927185
