architecture,depth,n_lambda,weights_val_acc,all_val_acc,delta_val_acc,weights_test_acc,all_test_acc,delta_test_acc,weights_train_val_gap,all_train_val_gap,delta_train_val_gap,weights_snn_sigma0,all_snn_sigma0,delta_snn_sigma0,weights_snn_sigma1,all_snn_sigma1,delta_snn_sigma1,weights_snn_drop,all_snn_drop,delta_snn_drop,weights_lambda_mean,all_lambda_mean,delta_lambda_mean,weights_gamma_abs_mean,all_gamma_abs_mean
residual_constant,20,21,87.72,87.94,0.21999999999999886,86.96,87.3,0.3400000000000034,1.9140000000000015,1.671999999999997,-0.24200000000000443,81.74,83.06,1.3200000000000074,31.959999999999997,32.486666666666665,0.5266666666666673,49.78,50.57333333333334,0.7933333333333366,7.896148681640625,6.786201000213623,-1.109947681427002,1.087340235710144,0.9452703595161438
residual_constant,40,41,87.76,87.63,-0.13000000000000966,86.76,86.91,0.14999999999999147,1.6299999999999955,1.8539999999999992,0.22400000000000375,84.05,83.44,-0.6099999999999994,33.446666666666665,37.046666666666674,3.6000000000000085,50.60333333333333,46.393333333333324,-4.210000000000008,7.95311164855957,6.8288679122924805,-1.1242437362670898,1.0360320806503296,0.8966032266616821
residual_constant,60,61,87.22,87.19,-0.030000000000001137,86.56,86.53,-0.030000000000001137,1.7519999999999953,1.4939999999999998,-0.25799999999999557,83.32,81.55,-1.769999999999996,34.39333333333334,42.45333333333334,8.060000000000002,48.926666666666655,39.09666666666666,-9.829999999999998,7.969475746154785,6.847041130065918,-1.1224346160888672,1.02230966091156,0.8794605731964111
residual_constant,80,81,87.14,87.61,0.46999999999999886,86.17,86.16,-0.010000000000005116,1.5660000000000025,1.1359999999999957,-0.4300000000000068,84.04,83.25,-0.7900000000000063,33.79333333333333,36.076666666666675,2.2833333333333456,50.24666666666668,47.173333333333325,-3.073333333333352,7.986327171325684,6.87281608581543,-1.113511085510254,1.008033275604248,0.8678336143493652
