dataset,variant,variant_label,regularizer,reg_coeff,hinge_tau,sigma,n,acc_mean,acc_std
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0,1,51.660000,0.000000
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0.25,1,38.850000,0.000000
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0.5,1,24.000000,0.000000
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0.75,1,13.770000,0.000000
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1,1,8.480000,0.000000
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1.25,1,5.520000,0.000000
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1.5,1,3.940000,0.000000
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1.75,1,3.150000,0.000000
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2,1,2.710000,0.000000
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2.25,1,2.250000,0.000000
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2.5,1,1.980000,0.000000
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2.75,1,1.810000,0.000000
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,3,1,1.660000,0.000000
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0,1,45.640000,0.000000
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0.25,1,37.330000,0.000000
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0.5,1,28.080000,0.000000
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0.75,1,17.540000,0.000000
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1,1,10.220000,0.000000
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1.25,1,6.620000,0.000000
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1.5,1,5.080000,0.000000
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1.75,1,3.960000,0.000000
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2,1,3.210000,0.000000
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2.25,1,2.890000,0.000000
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2.5,1,2.630000,0.000000
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2.75,1,2.120000,0.000000
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,3,1,2.180000,0.000000
cifar100,weight_decay,weight_decay,weight_decay,none,none,0,1,49.530000,0.000000
cifar100,weight_decay,weight_decay,weight_decay,none,none,0.25,1,35.320000,0.000000
cifar100,weight_decay,weight_decay,weight_decay,none,none,0.5,1,20.600000,0.000000
cifar100,weight_decay,weight_decay,weight_decay,none,none,0.75,1,12.140000,0.000000
cifar100,weight_decay,weight_decay,weight_decay,none,none,1,1,7.820000,0.000000
cifar100,weight_decay,weight_decay,weight_decay,none,none,1.25,1,5.360000,0.000000
cifar100,weight_decay,weight_decay,weight_decay,none,none,1.5,1,4.130000,0.000000
cifar100,weight_decay,weight_decay,weight_decay,none,none,1.75,1,3.140000,0.000000
cifar100,weight_decay,weight_decay,weight_decay,none,none,2,1,2.640000,0.000000
cifar100,weight_decay,weight_decay,weight_decay,none,none,2.25,1,2.330000,0.000000
cifar100,weight_decay,weight_decay,weight_decay,none,none,2.5,1,2.130000,0.000000
cifar100,weight_decay,weight_decay,weight_decay,none,none,2.75,1,1.900000,0.000000
cifar100,weight_decay,weight_decay,weight_decay,none,none,3,1,1.660000,0.000000
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,0,1,50.850000,0.000000
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,0.25,1,38.830000,0.000000
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,0.5,1,24.900000,0.000000
