L,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,96.810000,96.790000,96.650000,96.740000,96.730000,96.730000,96.640000,96.670000,96.530000,96.670000,96.570000,96.570000,96.570000,96.410000,96.440000,96.500000,96.250000,96.300000,96.250000,96.020000,96.160000
