site,method,method_label,sigma,n,acc_mean,acc_std
post_input_if,manual_l2_all,Manual L2 (all params),0,1,81.710000,0.000000
post_input_if,manual_l2_all,Manual L2 (all params),0.25,1,75.750000,0.000000
post_input_if,manual_l2_all,Manual L2 (all params),0.5,1,64.856667,0.000000
post_input_if,manual_l2_all,Manual L2 (all params),0.75,1,52.080000,0.000000
post_input_if,manual_l2_all,Manual L2 (all params),1,1,40.756667,0.000000
post_input_if,wd_weight_only,WD (weights only),0,1,82.190000,0.000000
post_input_if,wd_weight_only,WD (weights only),0.25,1,79.973333,0.000000
post_input_if,wd_weight_only,WD (weights only),0.5,1,66.450000,0.000000
post_input_if,wd_weight_only,WD (weights only),0.75,1,53.623333,0.000000
post_input_if,wd_weight_only,WD (weights only),1,1,42.020000,0.000000
