site,method,method_label,clean_acc,end_sigma,end_acc,absolute_drop,end_retention,curve_acc_auc,curve_retention_auc
post_input_if,manual_l2_all,Manual L2 (all params),81.710000,1,40.756667,40.953333,0.498797,63.480000,0.776894
post_input_if,wd_weight_only,WD (weights only),82.190000,1,42.020000,40.170000,0.511254,65.537917,0.797395
