L,T,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,74.500000,66.250000,57.310000,48.040000,38.450000,31.150000,25.290000,20.870000,17.810000,15.710000,14.170000,13.320000,12.530000,11.910000,11.460000,11.230000,10.870000
