method,epoch,lr,train_ce,train_objective,train_online_acc,val_ce,val_acc,n_lambda,lambda_mean,lambda_min,lambda_max,gamma_abs_mean,gamma_rms,gamma_abs_median
weights_only,1,0.01,0.655262245798111,0.6939898688888549,76.772,0.4629025510787964,83.53,7,7.984123229980469,7.970922946929932,7.993550777435303,1.0216197967529297,1.0222018957138062,1.0165246725082397
weights_only,2,0.009972609476841367,0.43097162970542907,0.47017110333442685,84.196,0.4071344255447388,85.65,7,7.968273639678955,7.941334247589111,7.986226558685303,1.031985878944397,1.0329469442367554,1.0261108875274658
weights_only,3,0.009890738003669028,0.39146342769622805,0.4306798341846466,85.768,0.3843951971054077,85.95,7,7.952003002166748,7.913171291351318,7.978148937225342,1.0412911176681519,1.042531967163086,1.0306071043014526
weights_only,4,0.009755282581475769,0.3642707603645325,0.4034514625263214,86.606,0.3781616622924805,86.37,7,7.935568332672119,7.88239860534668,7.970128536224365,1.0498234033584595,1.0513875484466553,1.0381592512130737
weights_only,5,0.009567727288213004,0.3446430495262146,0.3837516016674042,87.432,0.3754401517868042,86.26,7,7.918776988983154,7.852172374725342,7.963371753692627,1.0586128234863281,1.0604686737060547,1.042397141456604
weights_only,6,0.009330127018922194,0.33123732820510865,0.3702382215595245,87.894,0.38027565240859984,85.97,7,7.90256929397583,7.823160648345947,7.95459508895874,1.0666741132736206,1.0687764883041382,1.051531195640564
weights_only,7,0.009045084971874737,0.31603431562423706,0.3549391553020477,88.45,0.34522077713012694,87.45,7,7.886718273162842,7.793499946594238,7.946268081665039,1.0747779607772827,1.0771076679229736,1.0575833320617676
weights_only,8,0.00871572412738697,0.30405971795082093,0.34286974093437195,88.798,0.34598173694610596,87.4,7,7.871163368225098,7.76535701751709,7.939330101013184,1.0826846361160278,1.0852354764938354,1.0600285530090332
weights_only,9,0.008345653031794291,0.2938449641609192,0.3325374722862244,89.2,0.3454391269683838,87.8,7,7.855844974517822,7.7371416091918945,7.931309223175049,1.0907440185546875,1.093571424484253,1.0714871883392334
weights_only,10,0.007938926261462365,0.2841262059736252,0.3227159870386124,89.562,0.33540893688201906,87.84,7,7.841460704803467,7.71000862121582,7.924341201782227,1.0982115268707275,1.1013036966323853,1.0792721509933472
weights_only,11,0.007499999999999999,0.28020511208534243,0.3186992835330963,89.882,0.3327588245391846,87.89,7,7.827197074890137,7.683602333068848,7.9171247482299805,1.1055138111114502,1.1087980270385742,1.0873727798461914
weights_only,12,0.007033683215379001,0.2683881893825531,0.30677941882133486,90.102,0.3344140857696533,87.9,7,7.814177513122559,7.661282539367676,7.910528182983398,1.1126142740249634,1.1160968542099,1.0940501689910889
weights_only,13,0.0065450849718747366,0.26390047981262205,0.3021858751106262,90.338,0.32366154880523684,88.35,7,7.801438808441162,7.637744426727295,7.903338432312012,1.1192461252212524,1.1229623556137085,1.0990310907363892
weights_only,14,0.006039558454088796,0.25510619033813475,0.29327913769245145,90.742,0.3252162750244141,88.47,7,7.7896952629089355,7.6172990798950195,7.896821975708008,1.1257685422897339,1.1297003030776978,1.1064434051513672
weights_only,15,0.0055226423163382676,0.25034254148483276,0.2884130704116821,90.878,0.33124460678100587,88.13,7,7.778489589691162,7.598437786102295,7.89070987701416,1.131996989250183,1.1361181735992432,1.1099920272827148
weights_only,16,0.005000000000000001,0.24579374523162842,0.2837605265808105,91.004,0.31462226905822754,88.6,7,7.768181800842285,7.58074426651001,7.884676933288574,1.137648582458496,1.1419728994369507,1.1180247068405151
weights_only,17,0.0044773576836617335,0.23732577340126038,0.2751909244918823,91.276,0.32414275932312014,88.19,7,7.75942850112915,7.565298557281494,7.880565166473389,1.1427674293518066,1.147260308265686,1.1186362504959106
weights_only,18,0.003960441545911203,0.23492515681743623,0.272701760931015,91.434,0.32503815364837646,88.41,7,7.751309871673584,7.5513596534729,7.876451015472412,1.1474149227142334,1.1520589590072632,1.1220561265945435
weights_only,19,0.003454915028125263,0.2316533969783783,0.2693378607082367,91.562,0.3172869689941406,88.79,7,7.744021415710449,7.539001941680908,7.872756481170654,1.1515545845031738,1.156328558921814,1.1271361112594604
weights_only,20,0.0029663167846209998,0.22422994186878203,0.2618338359642029,91.852,0.312113348197937,88.92,7,7.738189697265625,7.528100490570068,7.86989164352417,1.1550313234329224,1.1599308252334595,1.1304699182510376
weights_only,21,0.002500000000000001,0.22008981589794158,0.2576272831249237,91.924,0.31167439155578613,88.85,7,7.7331109046936035,7.518723011016846,7.867305278778076,1.1581343412399292,1.1631346940994263,1.1334798336029053
weights_only,22,0.0020610737385376348,0.21779693717002868,0.2552715175247192,92.034,0.31814351558685305,88.87,7,7.728808879852295,7.510733604431152,7.865266799926758,1.1607345342636108,1.1658446788787842,1.135223150253296
weights_only,23,0.0016543469682057104,0.2131826682472229,0.2506078071594238,92.332,0.3173263708114624,88.78,7,7.725451469421387,7.504948139190674,7.86374568939209,1.162847876548767,1.1680418252944946,1.1337685585021973
weights_only,24,0.0012842758726130299,0.21109247616767884,0.24847370336532593,92.336,0.3176342313766479,88.76,7,7.72283411026001,7.500253200531006,7.862435340881348,1.1644712686538696,1.169711947441101,1.1350175142288208
weights_only,25,0.0009549150281252634,0.20944806281089784,0.2467944668006897,92.43,0.3170559253692627,88.66,7,7.720811367034912,7.496767044067383,7.861515045166016,1.1657313108444214,1.1710299253463745,1.1348310708999634
weights_only,26,0.0006698729810778065,0.20751474379062654,0.24483506666183472,92.44,0.3140020580291748,88.79,7,7.71938943862915,7.494290351867676,7.860907554626465,1.1666256189346313,1.171953797340393,1.135386347770691
weights_only,27,0.00043227271178699516,0.20474945600509645,0.24205163835525512,92.71,0.31761797857284546,88.47,7,7.718501567840576,7.492802619934082,7.860483169555664,1.1672049760818481,1.1725605726242065,1.1361209154129028
weights_only,28,0.00024471741852423234,0.20441086304664613,0.24170227705955505,92.608,0.31574670190811155,88.7,7,7.7179856300354,7.491891384124756,7.860238552093506,1.167542576789856,1.1729100942611694,1.1364022493362427
weights_only,29,0.00010926199633097157,0.20499790499687195,0.24228363874435424,92.62,0.31514994287490844,88.76,7,7.717759132385254,7.491512775421143,7.860138893127441,1.1676899194717407,1.1730631589889526,1.1365474462509155
weights_only,30,2.7390523158632995e-05,0.2016728945159912,0.2389562994670868,92.8,0.3136389712333679,88.64,7,7.717703342437744,7.491420269012451,7.860138893127441,1.1677275896072388,1.1731021404266357,1.1366145610809326
all_parameters,1,0.01,0.6551573482608796,0.8293138047027588,76.634,0.4805550379753113,82.75,7,7.9103899002075195,7.898959636688232,7.920535564422607,1.0127068758010864,1.0133211612701416,1.0088753700256348
all_parameters,2,0.009972609476841367,0.4308457329750061,0.6031944495010376,84.362,0.4093408526420593,84.89,7,7.817795276641846,7.792928695678711,7.836615085601807,1.0135937929153442,1.0146703720092773,1.0086181163787842
all_parameters,3,0.009890738003669028,0.3934175802516937,0.5633311352157593,85.658,0.41063839654922485,84.74,7,7.726516246795654,7.689146518707275,7.753600597381592,1.0127958059310913,1.0141706466674805,1.0063201189041138
all_parameters,4,0.009755282581475769,0.3645361003780365,0.5319504279327393,86.748,0.37445807094573974,86.48,7,7.636809825897217,7.586296081542969,7.672806739807129,1.0123474597930908,1.0140706300735474,1.001931071281433
all_parameters,5,0.009567727288213004,0.3454695505332947,0.5104452561569214,87.494,0.367122053527832,86.62,7,7.5496392250061035,7.487082004547119,7.593430995941162,1.011675238609314,1.0137211084365845,0.9995970726013184
all_parameters,6,0.009330127018922194,0.32833722754478456,0.4909426963806152,88.094,0.3868049277305603,85.91,7,7.465035915374756,7.389469146728516,7.517161846160889,1.0113743543624878,1.013724684715271,1.0031665563583374
all_parameters,7,0.009045084971874737,0.31832935652732847,0.4786549941635132,88.31,0.3517370237350464,87.28,7,7.382694721221924,7.294334411621094,7.442801475524902,1.01102614402771,1.0136191844940186,1.0001078844070435
all_parameters,8,0.00871572412738697,0.3075479569149017,0.46569136744499207,88.776,0.3419700511932373,87.37,7,7.303372859954834,7.201192378997803,7.371997356414795,1.0110290050506592,1.0139493942260742,0.9962510466575623
all_parameters,9,0.008345653031794291,0.2955927696990967,0.451670817451477,89.244,0.327969730758667,88.13,7,7.228631019592285,7.114562034606934,7.30498743057251,1.0114163160324097,1.0146057605743408,0.99370276927948
all_parameters,10,0.007938926261462365,0.28545564933776857,0.43962224718093873,89.492,0.3347076505661011,87.87,7,7.158165454864502,7.031578063964844,7.2415032386779785,1.0116920471191406,1.0152138471603394,0.9902533292770386
all_parameters,11,0.007499999999999999,0.27824111722946165,0.43062567707061766,89.822,0.3289245548248291,88.27,7,7.091578960418701,6.953113555908203,7.1820292472839355,1.0120341777801514,1.0157854557037354,0.986329972743988
all_parameters,12,0.007033683215379001,0.2722651808166504,0.42296829166412353,90.066,0.3184946524620056,88.48,7,7.029137134552002,6.877553939819336,7.126554489135742,1.0124961137771606,1.0165883302688599,0.9842045307159424
all_parameters,13,0.0065450849718747366,0.2642745962238312,0.4134534194850922,90.28,0.32022215967178347,88.29,7,6.971717834472656,6.811159610748291,7.075188636779785,1.013218879699707,1.0175364017486572,0.9857891798019409
all_parameters,14,0.006039558454088796,0.2568181345748901,0.4046037069320679,90.632,0.3265730353355408,88.12,7,6.918491363525391,6.7494988441467285,7.028122425079346,1.0145207643508911,1.0190858840942383,0.9826431274414062
all_parameters,15,0.0055226423163382676,0.25198046686172487,0.39848495038986204,90.716,0.32124960289001464,88.14,7,6.870144367218018,6.693159103393555,6.985002040863037,1.0152593851089478,1.0200772285461426,0.9822864532470703
all_parameters,16,0.005000000000000001,0.2483937184047699,0.39374104813575744,90.908,0.3159278263092041,88.36,7,6.82605504989624,6.6403326988220215,6.945899486541748,1.016282081604004,1.0213491916656494,0.9840600490570068
all_parameters,17,0.0044773576836617335,0.24230737588882445,0.3866306736755371,91.228,0.3138359498977661,88.49,7,6.7871198654174805,6.594259738922119,6.911355495452881,1.0171886682510376,1.0224674940109253,0.98355633020401
all_parameters,18,0.003960441545911203,0.23779132427215577,0.381203567943573,91.27,0.3147665796279907,88.51,7,6.752376556396484,6.552236557006836,6.880826473236084,1.01816987991333,1.0236687660217285,0.9835612773895264
all_parameters,19,0.003454915028125263,0.23511036086559295,0.3777324901008606,91.434,0.3087522283554077,88.84,7,6.722135066986084,6.516530513763428,6.854384899139404,1.0191082954406738,1.0247721672058105,0.984289288520813
all_parameters,20,0.0029663167846209998,0.22919561742782593,0.3711413077163696,91.55,0.31545355434417727,88.63,7,6.696083068847656,6.48476505279541,6.831807613372803,1.0199637413024902,1.0258042812347412,0.9844374060630798
all_parameters,21,0.002500000000000001,0.22565189933776855,0.36701177003860475,91.768,0.3040838716506958,89.22,7,6.674487113952637,6.45891809463501,6.812646389007568,1.020642876625061,1.0266616344451904,0.9830540418624878
