method,checkpoint,train_ann_acc,val_ann_acc,test_ann_acc,train_val_gap,n_lambda,lambda_mean,lambda_min,lambda_max,gamma_abs_mean,gamma_rms,gamma_abs_median,snn_sigma0_acc,snn_sigma0_std,snn_sigma1_acc,snn_sigma1_std,snn_drop,best_epoch
weights_only,best_val,92.188,88.92,87.86,3.2680000000000007,7,7.738189697265625,7.528100490570068,7.86989164352417,1.1550313234329224,1.1599308252334595,1.1304699182510376,86.0,0.0,47.096666666666664,0.4572016331262744,38.903333333333336,20
weights_only,final,92.778,88.64,88.05,4.138000000000005,7,7.717703342437744,7.491420269012451,7.860138893127441,1.1677275896072388,1.1731021404266357,1.1366145610809326,85.67,0.0,44.379999999999995,0.16822603841260733,41.290000000000006,20
all_parameters,best_val,92.204,89.37,88.31,2.833999999999989,7,6.622375965118408,6.3959150314331055,6.76765775680542,1.0226757526397705,1.0290887355804443,0.9840196967124939,87.5,0.0,48.32,0.21656407827707722,39.18,25
all_parameters,final,92.334,88.92,88.57,3.4140000000000015,7,6.609396934509277,6.380157947540283,6.756506443023682,1.0232514142990112,1.029778003692627,0.9831100106239319,87.58,0.0,47.416666666666664,0.23713568549109892,40.163333333333334,25
