L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,89.490000,87.550000,78.890000,68.290000,58.770000,50.690000,43.560000,38.350000,33.740000,30.400000,26.970000,24.570000,22.850000
