arch,regularizer,seed,L,T,sigma,acc,checkpoint,matrix_csv
fc2_h64,mne_l2,41,16,16,0.1,96.69,mnist-checkpoints/fc2_h64_L[16]_strict_seed41_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h64,mne_l2,41,16,16,0.2,96.65,mnist-checkpoints/fc2_h64_L[16]_strict_seed41_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h64,mne_l2,41,16,16,0.3,96.69,mnist-checkpoints/fc2_h64_L[16]_strict_seed41_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h64,mne_l2,41,16,16,0.4,96.71,mnist-checkpoints/fc2_h64_L[16]_strict_seed41_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h64,mne_l2,41,16,16,0.5,96.55,mnist-checkpoints/fc2_h64_L[16]_strict_seed41_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h64,mne_l2,41,16,16,0.6,96.6,mnist-checkpoints/fc2_h64_L[16]_strict_seed41_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h64,mne_l2,41,16,16,0.7,96.59,mnist-checkpoints/fc2_h64_L[16]_strict_seed41_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h64,mne_l2,41,16,16,0.8,96.48,mnist-checkpoints/fc2_h64_L[16]_strict_seed41_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h64,mne_l2,41,16,16,0.9,96.41,mnist-checkpoints/fc2_h64_L[16]_strict_seed41_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h64,mne_l2,41,16,16,1.0,96.42,mnist-checkpoints/fc2_h64_L[16]_strict_seed41_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_41/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc2_h64,mne_l2,42,16,16,0.0,96.65,mnist-checkpoints/fc2_h64_L[16]_strict_seed42_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h64,mne_l2,42,16,16,0.1,96.63,mnist-checkpoints/fc2_h64_L[16]_strict_seed42_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h64,mne_l2,42,16,16,0.2,96.65,mnist-checkpoints/fc2_h64_L[16]_strict_seed42_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h64,mne_l2,42,16,16,0.3,96.67,mnist-checkpoints/fc2_h64_L[16]_strict_seed42_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h64,mne_l2,42,16,16,0.4,96.67,mnist-checkpoints/fc2_h64_L[16]_strict_seed42_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h64,mne_l2,42,16,16,0.5,96.65,mnist-checkpoints/fc2_h64_L[16]_strict_seed42_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h64,mne_l2,42,16,16,0.6,96.61,mnist-checkpoints/fc2_h64_L[16]_strict_seed42_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h64,mne_l2,42,16,16,0.7,96.61,mnist-checkpoints/fc2_h64_L[16]_strict_seed42_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h64,mne_l2,42,16,16,0.8,96.51,mnist-checkpoints/fc2_h64_L[16]_strict_seed42_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h64,mne_l2,42,16,16,0.9,96.7,mnist-checkpoints/fc2_h64_L[16]_strict_seed42_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h64,mne_l2,42,16,16,1.0,96.54,mnist-checkpoints/fc2_h64_L[16]_strict_seed42_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_42/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc2_h64,mne_l2,43,16,16,0.0,96.66,mnist-checkpoints/fc2_h64_L[16]_strict_seed43_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h64,mne_l2,43,16,16,0.1,96.69,mnist-checkpoints/fc2_h64_L[16]_strict_seed43_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h64,mne_l2,43,16,16,0.2,96.58,mnist-checkpoints/fc2_h64_L[16]_strict_seed43_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h64,mne_l2,43,16,16,0.3,96.59,mnist-checkpoints/fc2_h64_L[16]_strict_seed43_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h64,mne_l2,43,16,16,0.4,96.65,mnist-checkpoints/fc2_h64_L[16]_strict_seed43_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h64,mne_l2,43,16,16,0.5,96.57,mnist-checkpoints/fc2_h64_L[16]_strict_seed43_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h64,mne_l2,43,16,16,0.6,96.62,mnist-checkpoints/fc2_h64_L[16]_strict_seed43_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc2_h64,mne_l2,43,16,16,0.7,96.5,mnist-checkpoints/fc2_h64_L[16]_strict_seed43_ablation_mne_l2_l16_fc2_h64_rc5em02.pth,noise3_exp/ablation_mne_l2_vs_weight_decay_l16_fc2_h64_h128_h256/strict_seed_train_rate_uniform_L16_T16/fc2_h64/mne_l2/seed_43/noise_sweep_matrix_mnist_fc2_h64_T16_mode_rate_uniform_schedule_normal_seed_43.csv
