name,role,is_head,matched,n_params,out_channels,bn_name,if_name,risk_mean,risk_max,p_gt_tau,q_mean,q_max,q_os_mean,q_mean_pre_norm,kappa_mean
conv1.0,stem,False,True,1728,64,conv1.1,conv1.2,2.5672736167907715,6.702652931213379,0.859375,9.311426162719727,25.810611724853516,9.311426162719727,3.159064292907715,1.0
conv2_x.0.residual_function.0,residual_preact,False,True,36864,64,conv2_x.0.residual_function.1,conv2_x.0.residual_function.2,0.49741673469543457,1.7322465181350708,0.21875,1.2148693799972534,5.928986072540283,1.2148693799972534,3.159064292907715,1.0
conv2_x.0.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.0.residual_function.4,conv2_x.0.act,0.5166674256324768,1.5024657249450684,0.171875,1.3304460048675537,5.009862899780273,1.3304460048675537,3.159064292907715,1.0
conv2_x.1.residual_function.0,residual_preact,False,True,36864,64,conv2_x.1.residual_function.1,conv2_x.1.residual_function.2,0.4189158082008362,0.4189158082008362,0.0,1.0,1.0,1.0,3.159064292907715,1.0
conv2_x.1.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.1.residual_function.4,conv2_x.1.act,1.4226773977279663,6.253011703491211,0.609375,4.8147807121276855,24.012046813964844,4.8147807121276855,3.159064292907715,1.0
conv3_x.0.residual_function.0,residual_preact,False,True,73728,128,conv3_x.0.residual_function.1,conv3_x.0.residual_function.2,0.424959272146225,0.6754357218742371,0.0234375,1.013964295387268,1.7017428874969482,1.013964295387268,3.159064292907715,1.0
conv3_x.0.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.0.residual_function.4,conv3_x.0.act,0.6037707924842834,1.9715559482574463,0.3984375,1.587586760520935,6.886223793029785,1.587586760520935,3.159064292907715,1.0
conv3_x.0.shortcut.0,shortcut,False,True,8192,128,conv3_x.0.shortcut.1,conv3_x.0.act,0.866002082824707,3.5800395011901855,0.546875,2.6033835411071777,13.320158004760742,2.6033835411071777,3.159064292907715,1.0
conv3_x.1.residual_function.0,residual_preact,False,True,147456,128,conv3_x.1.residual_function.1,conv3_x.1.residual_function.2,0.4266654849052429,1.4108761548995972,0.0078125,1.028464913368225,4.643504619598389,1.028464913368225,3.159064292907715,1.0
conv3_x.1.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.1.residual_function.4,conv3_x.1.act,1.143945574760437,3.8758373260498047,0.6796875,3.6724398136138916,14.503349304199219,3.6724398136138916,3.159064292907715,1.0
conv4_x.0.residual_function.0,residual_preact,False,True,294912,256,conv4_x.0.residual_function.1,conv4_x.0.residual_function.2,0.4189158082008362,0.4189158082008362,0.0,1.0,1.0,1.0,3.159064292907715,1.0
conv4_x.0.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.0.residual_function.4,conv4_x.0.act,0.5710452795028687,1.8486758470535278,0.4921875,1.4228811264038086,6.394703388214111,1.4228811264038086,3.159064292907715,1.0
conv4_x.0.shortcut.0,shortcut,False,True,32768,256,conv4_x.0.shortcut.1,conv4_x.0.act,0.4632488489151001,1.6457974910736084,0.1484375,1.110004186630249,5.583189964294434,1.110004186630249,3.159064292907715,1.0
conv4_x.1.residual_function.0,residual_preact,False,True,589824,256,conv4_x.1.residual_function.1,conv4_x.1.residual_function.2,0.4267667531967163,2.4287619590759277,0.00390625,1.0301369428634644,8.715047836303711,1.0301369428634644,3.159064292907715,1.0
conv4_x.1.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.1.residual_function.4,conv4_x.1.act,3.0226104259490967,6.702652931213379,0.6796875,11.193973541259766,25.810611724853516,11.193973541259766,3.159064292907715,1.0
conv5_x.0.residual_function.0,residual_preact,False,True,1179648,512,conv5_x.0.residual_function.1,conv5_x.0.residual_function.2,0.4189158082008362,0.4189158082008362,0.0,1.0,1.0,1.0,3.159064292907715,1.0
conv5_x.0.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.0.residual_function.4,conv5_x.0.act,1.0230038166046143,1.6284970045089722,1.0,3.092015504837036,5.513988018035889,3.092015504837036,3.159064292907715,1.0
conv5_x.0.shortcut.0,shortcut,False,True,131072,512,conv5_x.0.shortcut.1,conv5_x.0.act,0.41972488164901733,0.5711418986320496,0.001953125,1.0005557537078857,1.2845675945281982,1.0005557537078857,3.159064292907715,1.0
conv5_x.1.residual_function.0,residual_preact,False,True,2359296,512,conv5_x.1.residual_function.1,conv5_x.1.residual_function.2,0.4189158082008362,0.4189158082008362,0.0,1.0,1.0,1.0,3.159064292907715,1.0
conv5_x.1.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.1.residual_function.4,conv5_x.1.act,1.7926130294799805,5.626322269439697,0.998046875,6.171086311340332,21.50528907775879,6.171086311340332,3.159064292907715,1.0
fc,classifier_head,True,False,51200,100,,,nan,nan,nan,1.0,1.0,1.0,1.0,1.0
