L,T,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,73.990000,65.250000,55.270000,46.160000,38.120000,30.800000,25.230000,21.080000,18.230000,15.880000,14.230000,13.390000,12.410000,12.200000,11.620000,11.110000,10.930000
