dataset,method,sigma,if_name,n_channels,r_mean,m_mean,q_mean,A_mean,p_cross_mean,p_bound_mean,D_mean,S_mean
cifar100,onesided,0.25,layer1.6,64,62.89923068135977,24.423262163996696,2.293990835547447,0.27444906543859093,0.03578548889160156,0.007187993550953979,2.3580195862440976e-07,9.795535601213518e-09
cifar100,onesided,0.25,layer2.2,128,499.27694845199585,68.27372148633003,5.164438672363758,0.200433988270064,0.03994541625976562,0.009629330233184737,2.060240065268268e-07,9.020172507535913e-09
cifar100,onesided,0.25,layer2.6,128,41.58062203228474,39.78990435041487,1.6685495376586914,0.28504889930275024,0.04638047790527344,0.010078875687635446,1.505259761250613e-07,7.393588430771906e-09
cifar100,onesided,0.25,layer3.2,256,122.70035643130541,45.49575379118323,2.3594796741381288,0.16975999892726662,0.03243093872070312,0.007233802731841569,9.09891745904945e-08,3.064677682083016e-09
cifar100,onesided,0.25,layer3.6,256,36.38274309039116,25.98649799078703,1.6685495376586914,0.24529649356845779,0.03827828979492188,0.008070081292308169,8.25028976569886e-08,3.2939520754242903e-09
cifar100,onesided,0.25,layer3.10,256,106.29619825258851,42.12336631864309,2.085124557837844,0.2823136347908657,0.038283032226562506,0.007942136066412786,7.215285210898648e-08,2.8880359519945982e-09
cifar100,onesided,0.25,layer4.2,512,6089.008438482881,82.68279433995485,38.90108195692301,0.18606651570134936,0.03358771972656251,0.006679085337520519,2.8756214180008158e-08,1.1511448613779642e-09
cifar100,onesided,0.25,layer4.6,512,47.418270863592625,12.368354360572994,1.6685495376586914,0.15049953635128724,0.028194824218749998,0.005936109085201315,1.0712869194830872e-08,3.116135920204446e-10
cifar100,onesided,0.25,layer4.10,512,35.31409081816673,4.228667537914589,1.6685495376586914,0.13006188969230192,0.0429928466796875,0.008405291165996458,3.295134645166058e-09,1.4367388534057773e-10
cifar100,onesided,0.25,layer5.2,512,51.15522548556328,4.539381800219417,1.6685495376586914,0.17434819272313767,0.06467036132812498,0.013366301778305206,6.5214372741810574e-09,4.250823191100081e-10
cifar100,onesided,0.25,layer5.6,512,13.878641793504357,1.3594059735769406,1.6685495376586914,0.12689647650591618,0.048783203125,0.010257296962305554,6.4705487325734425e-09,3.2135504100998344e-10
cifar100,onesided,0.25,layer5.10,512,18.65158242918551,1.953635043464601,1.6685495376586914,0.1552749505165611,0.05168530273437501,0.010783572750489112,1.1511027442203748e-08,6.0570868284769e-10
cifar100,onesided,0.25,classifier.2,4096,99.3038101196289,1.0705242978874594,1.6685495376586914,0.03967542686051902,0.0195648193359375,0.004057954396798961,6.8959092240862464e-09,3.8181434324276125e-10
cifar100,onesided,0.25,classifier.5,4096,119.60980987548828,1.1474532859865576,1.6685495376586914,0.02942937611342193,0.01170712890625,0.0023940964586461177,1.1698975794923685e-08,7.949923558270876e-10
cifar100,onesided,0.5,layer1.6,64,62.89923068135977,24.423262163996696,2.293990835547447,0.5488981314304515,0.06951195068359375,0.013965998680805204,2.3580195862440976e-07,1.9271337737483337e-08
cifar100,onesided,0.5,layer2.2,128,499.27694845199585,68.27372148633003,5.164438672363758,0.34169069429966464,0.06676590270996094,0.016334375982248454,2.060240065268268e-07,1.510542482731666e-08
cifar100,onesided,0.5,layer2.6,128,41.58062203228474,39.78990435041487,1.6685495376586914,0.418158741063155,0.06731878051757813,0.014677986437598885,1.505259761250613e-07,1.075053312792426e-08
cifar100,onesided,0.5,layer3.2,256,122.70035643130541,45.49575379118323,2.3594796741381288,0.24101741168010526,0.045770391845703126,0.010290694235486446,9.09891745904945e-08,4.327931578954701e-09
cifar100,onesided,0.5,layer3.6,256,36.38274309039116,25.98649799078703,1.6685495376586914,0.31588495584191684,0.049040948486328124,0.01040560517317499,8.25028976569886e-08,4.229951795716725e-09
cifar100,onesided,0.5,layer3.10,256,106.29619825258851,42.12336631864309,2.085124557837844,0.3466131020239474,0.046676025390625,0.00974928477690555,7.215285210898648e-08,3.5352036913775093e-09
cifar100,onesided,0.5,layer4.2,512,6089.008438482881,82.68279433995485,38.90108195692301,0.230319038904217,0.04162777099609376,0.008284335321332038,2.8756214180008158e-08,1.4289844534425619e-09
cifar100,onesided,0.5,layer4.6,512,47.418270863592625,12.368354360572994,1.6685495376586914,0.18211848891051352,0.03397032470703125,0.007188367837232363,1.0712869194830872e-08,3.75780925419836e-10
cifar100,onesided,0.5,layer4.10,512,35.31409081816673,4.228667537914589,1.6685495376586914,0.15717109253058462,0.05191081542968751,0.010163089352965471,3.295134645166058e-09,1.735029284627403e-10
cifar100,onesided,0.5,layer5.2,512,51.15522548556328,4.539381800219417,1.6685495376586914,0.22082441442934164,0.08116918945312501,0.01693238533065014,6.5214372741810574e-09,5.33620882901624e-10
cifar100,onesided,0.5,layer5.6,512,13.878641793504357,1.3594059735769406,1.6685495376586914,0.1598664583080252,0.06089638671875,0.01292249095865991,6.4705487325734425e-09,4.011651436675454e-10
