dataset,method,sigma,if_name,n_channels,r_mean,m_mean,q_mean,A_mean,p_cross_mean,p_bound_mean,D_mean,S_mean
cifar100,onesided,0.5,layer5.10,512,18.65158242918551,1.953635043464601,1.6685495376586914,0.19355052045790866,0.06392041015625,0.01344282812004094,1.1511027442203748e-08,7.493485196496088e-10
cifar100,onesided,0.5,classifier.2,4096,99.3038101196289,1.0705242978874594,1.6685495376586914,0.04969601466060541,0.0242845947265625,0.005084312846620287,6.8959092240862464e-09,4.740508505088398e-10
cifar100,onesided,0.5,classifier.5,4096,119.60980987548828,1.1474532859865576,1.6685495376586914,0.03656211784580442,0.014463574218749999,0.002974006711053062,1.1698975794923685e-08,9.8167556922788e-10
cifar100,onesided,1.0,layer1.6,64,62.89923068135977,24.423262163996696,2.293990835547447,1.0977962630945375,0.11785415954589844,0.023668692169262796,2.3580195862440976e-07,3.429788707020444e-08
cifar100,onesided,1.0,layer2.2,128,499.27694845199585,68.27372148633003,5.164438672363758,0.6397151400731875,0.11759762573242188,0.028728110612177987,2.060240065268268e-07,2.67874059735701e-08
cifar100,onesided,1.0,layer2.6,128,41.58062203228474,39.78990435041487,1.6685495376586914,0.7018484810591732,0.10475518493652344,0.022908577633602545,1.505259761250613e-07,1.6909567714366592e-08
cifar100,onesided,1.0,layer3.2,256,122.70035643130541,45.49575379118323,2.3594796741381288,0.4043330338961546,0.07510452880859375,0.017194572478253397,9.09891745904945e-08,7.1209808078031e-09
cifar100,onesided,1.0,layer3.6,256,36.38274309039116,25.98649799078703,1.6685495376586914,0.4782400767709373,0.07196777954101563,0.015590875238343143,8.25028976569886e-08,6.2531176450872164e-09
cifar100,onesided,1.0,layer3.10,256,106.29619825258851,42.12336631864309,2.085124557837844,0.5011828303594735,0.06497907714843751,0.01388395613367902,7.215285210898648e-08,4.981720059312625e-09
cifar100,onesided,1.0,layer4.2,512,6089.008438482881,82.68279433995485,38.90108195692301,0.34335200896799234,0.061245764160156244,0.012388382699372596,2.8756214180008158e-08,2.1169570916380858e-09
cifar100,onesided,1.0,layer4.6,512,47.418270863592625,12.368354360572994,1.6685495376586914,0.2648804162386462,0.0485326904296875,0.010476226499781478,1.0712869194830872e-08,5.381183746366234e-10
cifar100,onesided,1.0,layer4.10,512,35.31409081816673,4.228667537914589,1.6685495376586914,0.22828726010280653,0.0745914794921875,0.014781745928962482,3.295134645166058e-09,2.4961017907851155e-10
cifar100,onesided,1.0,layer5.2,512,51.15522548556328,4.539381800219417,1.6685495376586914,0.3430567214860213,0.122378173828125,0.026264099361182888,6.5214372741810574e-09,8.047697785737174e-10
cifar100,onesided,1.0,layer5.6,512,13.878641793504357,1.3594059735769406,1.6685495376586914,0.24620737542934923,0.09214194335937499,0.019901025608117927,6.4705487325734425e-09,6.071636981476046e-10
cifar100,onesided,1.0,layer5.10,512,18.65158242918551,1.953635043464601,1.6685495376586914,0.29448909217879615,0.09500976562499999,0.02045043167661934,1.1511027442203748e-08,1.1146610986410063e-09
cifar100,onesided,1.0,classifier.2,4096,99.3038101196289,1.0705242978874594,1.6685495376586914,0.0761711019032159,0.0365624267578125,0.007796407422371704,6.8959092240862464e-09,7.139872591254358e-10
cifar100,onesided,1.0,classifier.5,4096,119.60980987548828,1.1474532859865576,1.6685495376586914,0.05542238174593006,0.0212395263671875,0.004504446201410247,1.1698975794923685e-08,1.4425501057976826e-09
