L,T,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,72.770000,64.490000,55.400000,47.210000,39.860000,32.660000,26.950000,22.560000,19.410000,16.840000,14.830000,13.640000,12.650000,12.150000,11.530000,11.220000,10.790000
