L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,89.120000,86.850000,79.400000,66.160000,47.690000,33.470000,25.820000,20.790000,18.200000,15.660000,14.130000,13.600000,12.630000
