L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,63.920000,63.800000,63.870000,63.900000,63.970000,63.500000,63.350000,62.490000,61.900000,59.570000,57.570000,53.570000,48.520000
