L,T,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1
16,16,97.200000,97.180000,97.160000,97.210000,97.240000,97.210000,97.210000,97.180000,97.060000,97.060000,97.140000,97.150000,97.060000,97.080000,97.220000,97.220000,97.100000,97.140000,96.950000,96.980000,97.120000,96.980000,96.900000,97.150000,97.010000,96.970000,97.060000,96.930000,97.030000,97.020000,97.060000,96.990000,97.100000,96.890000,96.670000,96.960000,97.000000,96.990000,96.880000,96.870000,96.900000,96.840000,96.890000,97.080000,96.790000,96.810000,96.850000,96.680000,96.680000,96.650000,96.850000
