L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,95.040000,94.990000,94.710000,94.830000,94.320000,93.720000,93.100000,92.270000,91.460000,89.980000,88.670000
