L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,88.390000,88.190000,87.160000,86.100000,83.730000,80.780000,77.370000,72.620000,66.500000,59.790000,53.270000
