architecture,depth,n_lambda,weights_val_acc,all_val_acc,delta_val_acc,weights_test_acc,all_test_acc,delta_test_acc,weights_train_val_gap,all_train_val_gap,delta_train_val_gap,weights_snn_sigma0,all_snn_sigma0,delta_snn_sigma0,weights_snn_sigma1,all_snn_sigma1,delta_snn_sigma1,weights_snn_drop,all_snn_drop,delta_snn_drop,weights_lambda_mean,all_lambda_mean,delta_lambda_mean,weights_gamma_abs_mean,all_gamma_abs_mean
residual_constant,120,121,86.64,86.44,-0.20000000000000284,86.09,85.22,-0.8700000000000045,0.9639999999999986,0.9840000000000089,0.020000000000010232,80.5,82.79,2.2900000000000063,40.07,23.91,-16.16,40.43,58.88000000000001,18.45000000000001,7.993561744689941,6.895458221435547,-1.0981035232543945,1.001409649848938,0.8633354306221008
residual_constant,160,161,85.34,85.81,0.46999999999999886,84.66,85.22,0.5600000000000023,1.0579999999999927,1.039999999999992,-0.018000000000000682,78.76,80.92,2.1599999999999966,50.173333333333325,37.50666666666667,-12.666666666666657,28.58666666666668,43.413333333333334,14.826666666666654,7.993227958679199,6.871806621551514,-1.1214213371276855,1.0023267269134521,0.8603967428207397
residual_constant,200,201,83.98,85.36,1.3799999999999955,83.15,83.94,0.789999999999992,0.7800000000000011,0.4339999999999975,-0.34600000000000364,80.38,76.09,-4.289999999999992,34.86000000000001,31.126666666666665,-3.7333333333333414,45.51999999999999,44.96333333333334,-0.5566666666666507,7.9979729652404785,6.872178554534912,-1.1257944107055664,0.9992921352386475,0.8593041300773621
