L,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,29.840000,22.660000,17.120000,12.990000,10.470000,8.330000,6.890000,5.860000,5.130000,4.450000,4.000000,3.410000,3.160000,2.780000,2.600000,2.290000,2.100000
