L,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
8,85.110000,84.970000,82.810000,81.550000,80.780000,79.780000,76.890000,73.060000,67.380000,63.130000,59.020000,54.850000,51.560000,49.250000,47.290000,45.470000,43.420000,42.230000,40.820000,40.430000,39.450000
