stage,epoch,epochs,regularizer,reg_coeff,param_kind,layer,numel,value_mean,value_rms,value_l2,grad_ce_l2,grad_reg_l2,grad_total_l2,cos_ce_reg,dot_ce_reg,sign_agree_frac,grad_ce_mean,grad_reg_mean,ce_loss,reg_loss
early,0,300,mne_l2,0.0001,bn_gamma,layer1.1,64,1.003807544708252,1.0089576244354248,8.071660995483398,0.041151225566864014,0.0,0.041151225566864014,nan,0.0,0.0,-0.0001997925282921642,0.0,2.094205141067505,0.004841127432882786
early,0,300,mne_l2,0.0001,lambda,layer1.2,1,7.95417594909668,7.95417594909668,7.95417594909668,0.0003870444488711655,0.0,0.0003870444488711655,nan,0.0,0.0,0.0003870444488711655,0.0,2.094205141067505,0.004841127432882786
early,0,300,mne_l2,0.0001,bn_gamma,layer1.5,64,1.0014973878860474,1.0021237134933472,8.016989707946777,0.02685188129544258,0.0,0.02685188129544258,nan,0.0,0.0,-0.00016864021017681807,0.0,2.094205141067505,0.004841127432882786
early,0,300,mne_l2,0.0001,lambda,layer1.6,1,7.99021053314209,7.99021053314209,7.99021053314209,0.0005549776833504438,0.0,0.0005549776833504438,nan,0.0,0.0,0.0005549776833504438,0.0,2.094205141067505,0.004841127432882786
early,0,300,mne_l2,0.0001,bn_gamma,layer2.1,128,1.0005022287368774,1.0006937980651855,11.321558952331543,0.01185508631169796,0.0,0.01185508631169796,nan,0.0,0.0,-1.7872742319013923e-05,0.0,2.094205141067505,0.004841127432882786
early,0,300,mne_l2,0.0001,lambda,layer2.2,1,7.993315696716309,7.993315696716309,7.993315696716309,0.0002316518221050501,0.0,0.0002316518221050501,nan,0.0,0.0,0.0002316518221050501,0.0,2.094205141067505,0.004841127432882786
early,0,300,mne_l2,0.0001,bn_gamma,layer2.5,128,1.0008049011230469,1.0009338855743408,11.324275016784668,0.012260098941624165,0.0,0.012260098941624165,nan,0.0,0.0,1.225563210027758e-06,0.0,2.094205141067505,0.004841127432882786
early,0,300,mne_l2,0.0001,lambda,layer2.6,1,7.988406658172607,7.988406658172607,7.988406658172607,3.1403498724102974e-05,0.0,3.1403498724102974e-05,nan,0.0,0.0,-3.1403498724102974e-05,0.0,2.094205141067505,0.004841127432882786
early,0,300,mne_l2,0.0001,bn_gamma,layer3.1,256,1.0001392364501953,1.0001944303512573,16.003110885620117,0.008687449619174004,0.0,0.008687449619174004,nan,0.0,0.0,4.834326318814419e-06,0.0,2.094205141067505,0.004841127432882786
early,0,300,mne_l2,0.0001,lambda,layer3.2,1,7.995858669281006,7.995858669281006,7.995858669281006,0.00012945453636348248,0.0,0.00012945453636348248,nan,0.0,0.0,-0.00012945453636348248,0.0,2.094205141067505,0.004841127432882786
early,0,300,mne_l2,0.0001,bn_gamma,layer3.5,256,1.0000827312469482,1.000128984451294,16.002063751220703,0.007874068804085255,0.0,0.007874068804085255,nan,0.0,0.0,1.1307956810924225e-06,0.0,2.094205141067505,0.004841127432882786
early,0,300,mne_l2,0.0001,lambda,layer3.6,1,7.997557640075684,7.997557640075684,7.997557640075684,1.329183578491211e-05,0.0,1.329183578491211e-05,nan,0.0,0.0,1.329183578491211e-05,0.0,2.094205141067505,0.004841127432882786
early,0,300,mne_l2,0.0001,bn_gamma,layer3.9,256,1.0004547834396362,1.0004820823669434,16.007713317871094,0.006451861932873726,0.0,0.006451861932873726,nan,0.0,0.0,-2.9569273465313017e-06,0.0,2.094205141067505,0.004841127432882786
early,0,300,mne_l2,0.0001,lambda,layer3.10,1,7.985454082489014,7.985454082489014,7.985454082489014,0.00010912120342254639,0.0,0.00010912120342254639,nan,0.0,0.0,0.00010912120342254639,0.0,2.094205141067505,0.004841127432882786
early,0,300,mne_l2,0.0001,bn_gamma,layer4.1,512,1.0000369548797607,1.0000524520874023,22.628604888916016,0.005273571703583002,0.0,0.005273571703583002,nan,0.0,0.0,7.933731467346661e-07,0.0,2.094205141067505,0.004841127432882786
early,0,300,mne_l2,0.0001,lambda,layer4.2,1,7.997442245483398,7.997442245483398,7.997442245483398,4.170043393969536e-05,0.0,4.170043393969536e-05,nan,0.0,0.0,-4.170043393969536e-05,0.0,2.094205141067505,0.004841127432882786
early,0,300,mne_l2,0.0001,bn_gamma,layer4.5,512,1.0000461339950562,1.000058889389038,22.628751754760742,0.004411465488374233,0.0,0.004411465488374233,nan,0.0,0.0,8.54604650157853e-07,0.0,2.094205141067505,0.004841127432882786
early,0,300,mne_l2,0.0001,lambda,layer4.6,1,7.997069835662842,7.997069835662842,7.997069835662842,4.5040156692266464e-05,0.0,4.5040156692266464e-05,nan,0.0,0.0,-4.5040156692266464e-05,0.0,2.094205141067505,0.004841127432882786
early,0,300,mne_l2,0.0001,bn_gamma,layer4.9,512,0.9999968409538269,1.000009536743164,22.62763214111328,0.004051055293530226,0.0,0.004051055293530226,nan,0.0,0.0,3.3515357245050836e-07,0.0,2.094205141067505,0.004841127432882786
