dataset,arch,method,method_label,regularizer,reg_coeff,weight_decay,seed,L,train_T,test_T,if_mode,spike_schedule,noise_position,noise_type,sigma,acc,checkpoint,matrix_csv
fashion_mnist,cnn2_avg_c8_c16,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,89.490000,fashion_mnist-checkpoints/cnn2_avg_c8_c16_L[16]_fashion_four_regs_cnn2_avg_c8_c16_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c8_c16/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c8_c16,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.25,87.550000,fashion_mnist-checkpoints/cnn2_avg_c8_c16_L[16]_fashion_four_regs_cnn2_avg_c8_c16_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c8_c16/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c8_c16,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.5,78.890000,fashion_mnist-checkpoints/cnn2_avg_c8_c16_L[16]_fashion_four_regs_cnn2_avg_c8_c16_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c8_c16/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c8_c16,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0.75,68.290000,fashion_mnist-checkpoints/cnn2_avg_c8_c16_L[16]_fashion_four_regs_cnn2_avg_c8_c16_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c8_c16/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c8_c16,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,58.770000,fashion_mnist-checkpoints/cnn2_avg_c8_c16_L[16]_fashion_four_regs_cnn2_avg_c8_c16_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c8_c16/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c8_c16,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1.25,50.690000,fashion_mnist-checkpoints/cnn2_avg_c8_c16_L[16]_fashion_four_regs_cnn2_avg_c8_c16_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c8_c16/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c8_c16,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1.5,43.560000,fashion_mnist-checkpoints/cnn2_avg_c8_c16_L[16]_fashion_four_regs_cnn2_avg_c8_c16_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c8_c16/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c8_c16,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1.75,38.350000,fashion_mnist-checkpoints/cnn2_avg_c8_c16_L[16]_fashion_four_regs_cnn2_avg_c8_c16_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c8_c16/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c8_c16,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,2,33.740000,fashion_mnist-checkpoints/cnn2_avg_c8_c16_L[16]_fashion_four_regs_cnn2_avg_c8_c16_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c8_c16/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,cnn2_avg_c8_c16,weight_decay,L2-all (all params),weight_decay,none,0.0005,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,2.25,30.400000,fashion_mnist-checkpoints/cnn2_avg_c8_c16_L[16]_fashion_four_regs_cnn2_avg_c8_c16_weight_decay_seed42_ep30_L16.pth,/home/595/sl9144/codes/snn_simulation/important_results/fashion_cnn2_avg_widths_four_regs_sigma0_3_seed42/cnn2_avg_c8_c16/weight_decay/seed_42/noise_sweep_matrix_fashion_mnist_cnn2_avg_c8_c16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
