L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,85.620000,84.620000,81.590000,76.790000,68.790000,59.900000,51.600000,44.250000,37.820000,32.280000,28.850000,25.490000,22.170000
