L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,88.840000,87.380000,78.700000,68.350000,59.950000,52.330000,45.320000,40.000000,35.500000,31.240000,27.910000,25.270000,23.510000
