L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,89.160000,85.630000,76.940000,67.160000,58.430000,50.970000,43.630000,38.540000,34.200000,30.310000,27.100000,24.380000,22.640000
