L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,90.220000,90.170000,90.150000,90.030000,90.160000,89.820000,89.500000,89.190000,88.950000,88.520000,88.240000,87.360000,86.780000
