L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,82.500000,74.490000,63.340000,51.870000,40.820000,32.880000,26.330000,21.820000,18.670000,15.460000,14.270000,12.180000,11.240000
