branch,epoch,alpha,lr,loss_sum,train_acc,val_acc
C_layerwise_cmne,20,0.1,0.002500000000000001,108.99170922487974,92.435,88.96
C_layerwise_cmne,21,0.1,0.0020610737385376348,107.37501992285252,92.57666666666667,88.68
C_layerwise_cmne,22,0.1,0.0016543469682057104,105.72616557776928,92.73333333333333,88.76
C_layerwise_cmne,23,0.1,0.0012842758726130299,103.99109768867493,92.82833333333333,88.65
C_layerwise_cmne,24,0.1,0.0009549150281252634,102.66171031445265,93.04666666666667,89.09
C_layerwise_cmne,25,0.1,0.0006698729810778065,100.68236918747425,93.20333333333333,88.81
C_layerwise_cmne,26,0.1,0.00043227271178699516,100.36107315123081,93.15666666666667,88.77
C_layerwise_cmne,27,0.1,0.00024471741852423234,99.31916245818138,93.32166666666667,88.75
C_layerwise_cmne,28,0.1,0.00010926199633097157,99.0200595036149,93.32,88.88
C_layerwise_cmne,29,0.1,2.7390523158632995e-05,98.08945994824171,93.33666666666667,88.75
C_layerwise_cmne,30,0.1,0.0,98.1925839483738,93.40333333333334,88.88
D_global_cmne_frozen,6,0.010000000000000002,0.009045084971874737,144.88854426145554,89.535,88.21
D_global_cmne_frozen,7,0.020000000000000004,0.00871572412738697,141.5734040439129,89.88333333333334,88.2
D_global_cmne_frozen,8,0.03,0.008345653031794291,136.6729049384594,90.3,87.78
D_global_cmne_frozen,9,0.04000000000000001,0.007938926261462365,133.96485994756222,90.62666666666667,87.41
D_global_cmne_frozen,10,0.05,0.007499999999999999,132.014052644372,90.715,87.92
D_global_cmne_frozen,11,0.06,0.007033683215379001,129.2968410551548,90.85,87.81
D_global_cmne_frozen,12,0.06999999999999999,0.0065450849718747366,125.85283616185188,91.17333333333333,87.39
D_global_cmne_frozen,13,0.08000000000000002,0.006039558454088796,123.74059350788593,91.35166666666667,88.68
D_global_cmne_frozen,14,0.09000000000000001,0.0055226423163382676,121.80147813260555,91.49666666666667,88.49
D_global_cmne_frozen,15,0.1,0.005000000000000001,118.95734013617039,91.71666666666667,88.46
D_global_cmne_frozen,16,0.1,0.0044773576836617335,116.00558470189571,92.07333333333334,88.32
D_global_cmne_frozen,17,0.1,0.003960441545911203,114.28412152826786,92.245,88.33
D_global_cmne_frozen,18,0.1,0.003454915028125263,112.3288783505559,92.34666666666666,87.92
D_global_cmne_frozen,19,0.1,0.0029663167846209998,111.11612961441278,92.56,88.47
D_global_cmne_frozen,20,0.1,0.002500000000000001,108.91824170947075,92.61833333333334,88.75
D_global_cmne_frozen,21,0.1,0.0020610737385376348,107.78942167758942,92.58833333333334,88.16
D_global_cmne_frozen,22,0.1,0.0016543469682057104,106.38637672364712,92.84833333333333,88.16
D_global_cmne_frozen,23,0.1,0.0012842758726130299,104.65818373858929,93.03666666666666,88.03
D_global_cmne_frozen,24,0.1,0.0009549150281252634,103.60595652461052,93.10333333333334,88.61
D_global_cmne_frozen,25,0.1,0.0006698729810778065,102.66575047373772,93.245,88.36
D_global_cmne_frozen,26,0.1,0.00043227271178699516,101.60562045872211,93.32833333333333,88.71
D_global_cmne_frozen,27,0.1,0.00024471741852423234,101.32677651941776,93.37666666666667,88.65
D_global_cmne_frozen,28,0.1,0.00010926199633097157,100.55164711922407,93.42166666666667,88.65
D_global_cmne_frozen,29,0.1,2.7390523158632995e-05,100.0318496003747,93.47166666666666,88.52
D_global_cmne_frozen,30,0.1,0.0,99.73790784180164,93.47666666666667,88.58
