dataset,arch,method,method_label,seed,L,T,sigma,condition,use_for_energy,noise_position,n_samples,accuracy,firing_density_mean,firing_density_median,firing_density_p95,event_synops_mean,event_synops_median,event_synops_p95,rest_acs_mean,rest_acs_median,rest_acs_p95,first_macs_per_sample,energy_mJ_mean,energy_mJ_median,energy_mJ_p95,checkpoint
cifar10,vgg16,l2_wo,L2-wo,44,16,4,1,noise,no,post_input_if,10000,88.35,0.10221526063329024,0.10294479260341727,0.1180552091529901,215878939.50913516,215429246.75,230208209.5375,209092891.50993517,208643198.75,223422161.5375,7077888.0,0.22074188715894166,0.22033716367500003,0.23363823018375002,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_weight_decay_weights_only_rcnone_seed44_L16_trainT0.pth
cifar10,vgg16,l2_wo,L2-wo,44,16,8,0,clean,yes,post_input_if,10000,91.05,0.10146787012772594,0.10211115775348471,0.11694309591389385,216520262.48535,215775629.875,252720646.0,202948166.48535,202203533.875,239148550.0,14155776.0,0.247769919436815,0.24709975008750001,0.2803502646,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_weight_decay_weights_only_rcnone_seed44_L16_trainT0.pth
cifar10,vgg16,l2_wo,L2-wo,44,16,8,1,noise,no,post_input_if,10000,90.33,0.10197929077148438,0.10271360548280126,0.11754921014360385,435736144.81148124,434905779.375,463922225.67499995,422164048.81148124,421333683.375,450350129.67499995,14155776.0,0.4450642135303331,0.4443168846375001,0.47043168630750004,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_weight_decay_weights_only_rcnone_seed44_L16_trainT0.pth
cifar10,vgg16,l2_wo,L2-wo,44,16,16,0,clean,yes,post_input_if,10000,91.14999999999999,0.10151207174397202,0.10215298220408048,0.11699604061867692,442522627.497175,441443431.75,514373177.59999996,415378435.497175,414299239.75,487228985.59999996,28311552.0,0.5040737311474575,0.5031024549750001,0.5687392262400001,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_weight_decay_weights_only_rcnone_seed44_L16_trainT0.pth
cifar10,vgg16,l2_wo,L2-wo,44,16,16,1,noise,no,post_input_if,10000,90.8,0.10178482330102714,0.10245607225157374,0.11735780565001125,881455267.836325,880113036.5,937695634.9499999,854311075.836325,852968844.5,910551442.9499999,28311552.0,0.8991131074526926,0.8979050992500001,0.949729437855,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_weight_decay_weights_only_rcnone_seed44_L16_trainT0.pth
cifar10,vgg16,l1,L1,40,16,4,0,clean,yes,post_input_if,10000,89.31,0.07624999148142422,0.0767264606283723,0.08992221749943795,78657231.47238217,78678500.4375,92467416.34687498,71871183.47318217,71892452.4375,85681368.34687498,7077888.0,0.09724234992586396,0.09726149199375,0.1096715163121875,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed40_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,40,16,4,1,noise,no,post_input_if,10000,87.33,0.07608061839590828,0.07648846742918165,0.08995146168221672,197539486.37589487,197629717.375,207778542.125,190753438.3766949,190843669.375,200992494.125,7077888.0,0.20423637933902544,0.20431758723750004,0.2134515295125,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed40_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,40,16,8,0,clean,yes,post_input_if,10000,89.84,0.07639099538240501,0.07687158378765738,0.08999866513039567,159878872.9871625,160021823.5,187406274.2625,146306776.9871625,146449727.5,173834178.2625,14155776.0,0.19679266888844626,0.19692132435,0.22156733003625,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed40_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,40,16,8,1,noise,no,post_input_if,10000,89.21,0.07625165624824361,0.07670999430924011,0.0900332224454811,398990136.49388903,399133806.25,418749923.9,385418040.49388903,385561710.25,405177827.9,14155776.0,0.4119928060445001,0.412122108825,0.42977661471,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed40_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,40,16,16,0,clean,yes,post_input_if,10000,90.07,0.07653170271400067,0.07704195530294515,0.09011042752711892,328665401.7801688,329186931.0,383126886.34999996,301521209.7801688,302042739.0,355982694.34999996,28311552.0,0.4016022280021519,0.4020716043,0.450617564115,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed40_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,40,16,16,1,noise,no,post_input_if,10000,89.68,0.07641313371178059,0.07694623110105665,0.09015383274435139,808529732.4376312,808941663.0,846990956.3249999,781385540.4376312,781797471.0,819846764.3249999,28311552.0,0.8334801255938681,0.8338508631000001,0.8680952270925,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed40_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,41,16,4,0,clean,yes,post_input_if,10000,88.97,0.07724228348766299,0.07763627964815648,0.0913147850859937,78876169.7417669,78905300.0625,92785824.25625,72090121.7425669,72119252.0625,85999776.25625,7077888.0,0.0974393943683102,0.09746561165625,0.109958083430625,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed41_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,41,16,4,1,noise,no,post_input_if,10000,87.08,0.07747633284973583,0.07791203560589029,0.09158654521695143,196937257.8379239,197158129.65625,207385314.840625,190151209.83872393,190372081.65625,200599266.840625,7077888.0,0.20369437365485155,0.20389315829062502,0.21309762495656254,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed41_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,41,16,8,0,clean,yes,post_input_if,10000,89.38000000000001,0.0773469619860752,0.07778447652034623,0.09135739991990782,160083985.1246,160123936.375,187889728.2875,146511889.1246,146551840.375,174317632.2875,14155776.0,0.19697726981214,0.1970132259375,0.22200243865875002,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed41_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,41,16,8,1,noise,no,post_input_if,10000,88.73,0.07744319949801877,0.07785165910240557,0.09156961784088352,397176938.5488875,397396748.3125,417187210.5,383604842.5488875,383824652.3125,403615114.5,14155776.0,0.4103609278939988,0.4105587566812501,0.42837017265,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed41_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,41,16,16,0,clean,yes,post_input_if,10000,89.69,0.07758773621483672,0.07803608187668615,0.09158767590419852,329989789.01491874,330230691.5,384930437.2,302845597.01491874,303086499.5,357786245.2,28311552.0,0.4027941765134269,0.40301098875,0.45224075988,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed41_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,41,16,16,1,noise,no,post_input_if,10000,89.32,0.07755633125579614,0.07804211952703463,0.09164408951354541,805142845.152,805710444.75,844067545.275,777998653.152,778566252.75,816923353.275,28311552.0,0.8304319270368,0.830942766675,0.8654641571474999,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed41_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,42,16,4,0,clean,yes,post_input_if,10000,88.74,0.0756339001552664,0.0760515610948741,0.08921205808790467,78173507.68678741,78242480.5,91326262.88749999,71387459.68758741,71456432.5,84540214.88749999,7077888.0,0.09680699851882868,0.09686907405,0.10864447819875,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed42_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,42,16,4,1,noise,no,post_input_if,10000,87.5,0.07485606865093862,0.07531606550696943,0.08888668362185252,195924309.18487987,195938245.6875,206189109.28125,189138261.18567988,189152197.6875,199403061.28125,7077888.0,0.20278271986711194,0.20279526271875,0.21202103995312502,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed42_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,42,16,8,0,clean,yes,post_input_if,10000,89.5,0.07564326931521188,0.07607571169626799,0.08922832681120728,158202253.38764217,158221099.8125,184578022.17499998,144630157.38764217,144649003.8125,171005926.17499998,14155776.0,0.195283711248878,0.19530067303125004,0.21902190315750003,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed42_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,42,16,8,1,noise,no,post_input_if,10000,89.08,0.07519852536427889,0.07563046242693346,0.08906669342260568,395624094.7084563,395767962.75,415023398.58125,382051998.7084563,382195866.75,401451302.58125,14155776.0,0.40896336843761066,0.40909284967500004,0.42642274192312507,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed42_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,42,16,16,0,clean,yes,post_input_if,10000,89.73,0.0757839773713256,0.07621545585796988,0.08935192300261353,324852624.05268127,325256435.125,377191462.2875,297708432.05268127,298112243.125,350047270.2875,28311552.0,0.3981707280474131,0.39853415801250003,0.44527568245875004,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed42_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,42,16,16,1,noise,no,post_input_if,10000,89.60000000000001,0.0754929448628597,0.07595605644390738,0.0892118385369829,801906588.2732812,802240621.25,839551156.025,774762396.2732812,775096429.25,812406964.025,28311552.0,0.8275192958459531,0.8278199255250002,0.8613994068225002,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed42_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,43,16,4,0,clean,yes,post_input_if,10000,89.11,0.07849684882953013,0.07899090883543165,0.09208843862410072,80910002.82939482,81051186.625,94356677.30624999,74123954.83019483,74265138.625,87570629.30624999,7077888.0,0.09926984414717534,0.09939690956250001,0.111371851175625,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed43_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,43,16,4,1,noise,no,post_input_if,10000,87.28,0.07786942612901865,0.07836343230103418,0.0919313279844874,197858957.22237578,197949766.5625,208231331.63125,191072909.2231758,191163718.5625,201445283.63125,7077888.0,0.20452390310085822,0.20460563150625,0.21385904006812503,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed43_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,43,16,8,0,clean,yes,post_input_if,10000,89.64999999999999,0.07854847737044739,0.07908268112072842,0.09219042002725944,163953996.8198625,164158688.8125,190891040.7,150381900.8198625,150586592.8125,177318944.7,14155776.0,0.20046028033787627,0.20064450313125,0.22470361983000003,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed43_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,43,16,8,1,noise,no,post_input_if,10000,89.49000000000001,0.0781265302260145,0.07863282128203687,0.0920716210234937,399501558.07472813,399786601.5,419573362.6875,385929462.07472813,386214505.5,406001266.6875,14155776.0,0.41245308546725534,0.41270962455000004,0.43051770961875,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed43_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,43,16,16,0,clean,yes,post_input_if,10000,89.77000000000001,0.07873361785669121,0.07927281221897482,0.09240751197869829,337223343.2995875,337701109.75,390857493.85,310079151.2995875,310556917.75,363713301.85,28311552.0,0.4093043753696287,0.40973436517500006,0.4575751108650001,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed43_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,43,16,16,1,noise,no,post_input_if,10000,89.64999999999999,0.07845380235850383,0.07899255546734488,0.09236832213916367,810662092.9133687,811126519.5,849462552.725,783517900.9133687,783982327.5,822318360.725,28311552.0,0.8353992500220319,0.8358172339500001,0.8703196638525,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed43_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,44,16,4,0,clean,yes,post_input_if,10000,89.33,0.07519418497428619,0.07563485344536872,0.08853733419514388,78044942.921358,78290523.15625,91275674.6625,71258894.922158,71504475.15625,84489626.6625,7077888.0,0.0966912902299422,0.09691231244062501,0.10859894879625001,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed44_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,44,16,4,1,noise,no,post_input_if,10000,87.48,0.07489054104372751,0.07531299179406475,0.08841065331328686,196617383.0652527,196822050.46875,206678259.80625,189831335.06605268,190036002.46875,199892211.80625,7077888.0,0.20340648635944744,0.203590687021875,0.212461275425625,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed44_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,44,16,8,0,clean,yes,post_input_if,10000,90.14999999999999,0.07519189044760285,0.07561948488084533,0.0885468407500562,157953707.95579374,158335887.25,184440269.9125,144381611.95579374,144763791.25,170868173.9125,14155776.0,0.19506002036021436,0.195403981725,0.21889792612125,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed44_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,44,16,8,1,noise,no,post_input_if,10000,89.14999999999999,0.07500839474904451,0.0754359403102518,0.08846161108222797,396664287.13119686,397003755.6875,415899059.4,383092191.13119686,383431659.6875,402326963.4,14155776.0,0.4098995416180772,0.41020506331875006,0.42721083666000004,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed44_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,44,16,16,0,clean,yes,post_input_if,10000,90.11,0.07531734243708549,0.07573683484852743,0.08861539552537658,324492373.614125,325219020.25,377304161.9,297348181.614125,298074828.25,350159969.9,28311552.0,0.3978465026527125,0.398500484625,0.4453771121100001,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed44_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,l1,L1,44,16,16,1,noise,no,post_input_if,10000,89.73,0.07518214570189552,0.07561959465630622,0.08860921516692896,803589191.5092187,804255741.5,840921366.1,776444999.5092187,777111549.5,813777174.1,28311552.0,0.829033638758297,0.82963353375,0.86263259589,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_strict_seed44_schemeC_noout_l1_l16_vgg16_rc1em05.pth
cifar10,vgg16,mne_l2,MNE-L2,40,16,4,0,clean,yes,post_input_if,10000,90.02,0.0825883129531531,0.08272810462567445,0.09868791978136239,97242633.7296625,96268717.125,119768273.65625,90456585.7304625,89482669.125,112982225.65625,7077888.0,0.11396921195741627,0.1130926870125,0.134242287890625,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed40_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,40,16,4,1,noise,no,post_input_if,10000,89.25999999999999,0.0826393313181486,0.08279221349482914,0.09881872822054855,217858438.34335938,216742434.9375,237505702.86249998,211072390.34415936,209956386.9375,230719654.86249998,7077888.0,0.22252343610974346,0.22151903304374998,0.24020597417625003,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed40_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,40,16,8,0,clean,yes,post_input_if,10000,90.53999999999999,0.08286298516362692,0.08306774990164117,0.0988341406952563,197804701.5106625,195724349.625,242584500.95,184232605.5106625,182152253.625,229012404.95,14155776.0,0.23092591455959627,0.2290535978625,0.271227734055,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed40_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,40,16,8,1,noise,no,post_input_if,10000,89.95,0.08282147010419008,0.08302669387927158,0.09890784393969199,439710364.153225,437430045.875,478399289.2749999,426138268.153225,423857949.875,464827193.2749999,14155776.0,0.4486410109379025,0.4465887244875001,0.48346104354749997,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed40_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,40,16,16,0,clean,yes,post_input_if,10000,90.56,0.08288826078785408,0.08308300869070367,0.0988531757601731,405558268.1094,401362360.0,494966163.04999995,378414076.1094,374218168.0,467821971.04999995,28311552.0,0.47080580769846003,0.46702949039999997,0.5512729131449999,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed40_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,40,16,16,1,noise,no,post_input_if,10000,90.24,0.08284836291855188,0.08301406970127023,0.09892724126362971,890625665.10105,886709088.25,968379106.6999999,863481473.10105,859564896.25,941234914.6999999,28311552.0,0.9073664649909451,0.903841545825,0.9773445624299999,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed40_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,41,16,4,0,clean,yes,post_input_if,10000,90.14999999999999,0.08482723625786871,0.0849244920469874,0.10130009273830935,98454971.8450914,97444488.0,121552147.94999999,91668923.8458914,90658440.0,114766099.94999999,7077888.0,0.11506031626130227,0.11415088080000002,0.135847774755,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed41_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,41,16,4,1,noise,no,post_input_if,10000,88.98,0.08499038920231002,0.08514096925584533,0.101523639486848,218422298.8171164,217427532.625,238266562.475,211636250.8179164,210641484.625,231480514.475,7077888.0,0.22303091053612478,0.2221356209625,0.2408907478275,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed41_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,41,16,8,0,clean,yes,post_input_if,10000,90.25,0.08508126734452283,0.08516643716276978,0.10145900369548111,200312635.7265,198177433.3125,246675276.275,186740539.7265,184605337.3125,233103180.275,14155776.0,0.23318305535385003,0.23126137318125,0.2749094318475,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed41_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,41,16,8,1,noise,no,post_input_if,10000,89.81,0.08515687233904282,0.08521473836555755,0.1015528836696268,440975091.2878625,438805099.25,480519192.1375,427402995.2878625,425233003.25,466947096.1375,14155776.0,0.44977926535907625,0.44782627252500007,0.48536895612375003,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed41_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,41,16,16,0,clean,yes,post_input_if,10000,90.32,0.08512822173413613,0.08522110534228867,0.10147046425359711,411115381.26965,406845328.75,503256583.89999986,383971189.26965,379701136.75,476112391.89999986,28311552.0,0.475807209542685,0.47196416227500004,0.55873429191,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed41_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,41,16,16,1,noise,no,post_input_if,10000,90.0,0.08514918568563118,0.08525469663331835,0.10152925999044514,893496586.15485,889625477.0,972217277.3999999,866352394.15485,862481285.0,945073085.3999999,28311552.0,0.9099502939393651,0.9064662957,0.98079891606,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed41_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,42,16,4,0,clean,yes,post_input_if,10000,89.8,0.08203888044837568,0.08208657683228418,0.09842292181879495,97006108.35838673,95950939.0625,119287314.34999998,90220060.35918672,89164891.0625,112501266.34999998,7077888.0,0.11375633912326805,0.11280668675625001,0.133809424515,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed42_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,42,16,4,1,noise,no,post_input_if,10000,89.02,0.08195709711527653,0.0820835031193795,0.09855693570143884,217933782.6720078,217115402.75,236985790.8125,211147734.6728078,210329354.75,230199742.8125,7077888.0,0.22259124600552704,0.22185470407500002,0.23973805333125,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed42_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,42,16,8,0,clean,yes,post_input_if,10000,90.34,0.08225952679750731,0.0822701214028777,0.0985125864152428,197090253.19679376,195088540.5,241740573.825,183518157.19679376,181516444.5,228168477.825,14155776.0,0.23028291107711438,0.22848136965,0.2704681996425,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed42_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,42,16,8,1,noise,no,post_input_if,10000,89.86,0.0821844162316631,0.08221896603810702,0.09854125976562494,439875897.5815625,438011601.75,477523135.95,426303801.5815625,424439505.75,463951039.95,14155776.0,0.44878999102340633,0.44711212477500006,0.482672505555,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed42_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,42,16,16,0,clean,yes,post_input_if,10000,90.5,0.08229847137670722,0.08232226474679633,0.09859430326832283,404227563.8379,400366761.625,493219182.59999996,377083371.8379,373222569.625,466074990.59999996,28311552.0,0.46960817385411,0.46613345186250005,0.5497006307400001,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed42_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,42,16,16,1,noise,no,post_input_if,10000,90.16,0.08225217976741654,0.08231315338354317,0.09856980138545413,891180493.7391875,888234316.0,966187387.8999999,864036301.7391875,861090124.0,939043195.8999999,28311552.0,0.9078658107652687,0.9052142508000001,0.97537201551,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed42_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,43,16,4,0,clean,yes,post_input_if,10000,89.75,0.08253954226267424,0.0825441209532374,0.09875751742356115,97454567.84678906,96504452.1875,120020956.0375,90668519.84758906,89718404.1875,113234908.0375,7077888.0,0.11415995266283016,0.11330484856875,0.13446970203375,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed43_L16.pth
cifar10,vgg16,mne_l2,MNE-L2,43,16,4,1,noise,no,post_input_if,10000,88.91,0.08257419398465601,0.08266970408048561,0.09893943731733362,218183395.57733986,217256663.3125,237327688.26249996,211397347.57813984,210470615.3125,230541640.26249996,7077888.0,0.22281589762032586,0.22198183858124998,0.24004576103625,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed43_L16.pth
cifar10,vgg16,mne_l2,MNE-L2,43,16,8,0,clean,yes,post_input_if,10000,90.07,0.08284047184127699,0.08287564284509892,0.09908236496740107,198422095.26120624,196558532.125,243881616.29999998,184849999.26120624,182986436.125,230309520.29999998,14155776.0,0.23148156893508567,0.22980436211250005,0.27239513787,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed43_L16.pth
cifar10,vgg16,mne_l2,MNE-L2,43,16,8,1,noise,no,post_input_if,10000,89.49000000000001,0.08277641215152878,0.08280802116119604,0.09910197086471448,440541221.03339374,438504174.875,478900678.6999999,426969125.03339374,424932078.875,465328582.6999999,14155776.0,0.44938878213005445,0.4475554405875,0.48391229402999997,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed43_L16.pth
cifar10,vgg16,mne_l2,MNE-L2,43,16,16,0,clean,yes,post_input_if,10000,90.22,0.08287584406351872,0.08293415316574865,0.09905258288486397,407156679.61155,403566893.0,497435329.425,380012487.61155,376422701.0,470291137.425,28311552.0,0.47224437805039504,0.4690135701,0.5534951628825001,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed43_L16.pth
cifar10,vgg16,mne_l2,MNE-L2,43,16,16,1,noise,no,post_input_if,10000,90.05,0.08283322312608897,0.0828780579052383,0.09908188195537318,892809486.1448874,889397631.75,968693835.15,865665294.1448874,862253439.75,941549643.15,28311552.0,0.9093319039303988,0.9062612349750001,0.977627818035,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed43_L16.pth
