dataset,arch,method,method_label,seed,L,T,sigma,condition,use_for_energy,noise_position,n_samples,accuracy,firing_density_mean,firing_density_median,firing_density_p95,event_synops_mean,event_synops_median,event_synops_p95,rest_acs_mean,rest_acs_median,rest_acs_p95,first_macs_per_sample,energy_mJ_mean,energy_mJ_median,energy_mJ_p95,checkpoint
cifar10,vgg16,mne_l2,MNE-L2,44,16,4,0,clean,yes,post_input_if,10000,89.95,0.08131296500885228,0.08148676371402877,0.09713464092007644,96969862.87001875,96096944.25,119078430.79374999,90183814.87081875,89310896.25,112292382.79374999,7077888.0,0.11372371818373687,0.11293809142500001,0.13362142931437498,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed44_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,44,16,4,1,noise,no,post_input_if,10000,88.69,0.08088392114433453,0.08113592134105216,0.09691113808172212,217520845.7992156,216658600.3125,236594611.825,210734797.80001563,209872552.3125,229808563.825,7077888.0,0.2222196028200141,0.22144358188125002,0.23938599224249998,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed44_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,44,16,8,0,clean,yes,post_input_if,10000,90.35,0.08151556207670582,0.08169401978417266,0.09714952647257194,197003374.38985,195051538.0,241271437.67499998,183431278.38985,181479442.0,227699341.67499998,14155776.0,0.23020472015086502,0.2284480674,0.2700459771075,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed44_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,44,16,8,1,noise,no,post_input_if,10000,89.69,0.08120408909200766,0.08142067888657824,0.09712860326972797,439160483.07781875,437232034.875,477393178.575,425588387.07781875,423659938.875,463821082.575,14155776.0,0.4481461179700369,0.4464105145875001,0.48255554391750005,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed44_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,44,16,16,0,clean,yes,post_input_if,10000,90.29,0.08154078015663642,0.08171828016102742,0.0972073671629103,403883955.1479375,400180933.0,492978062.9,376739763.1479375,373036741.0,465833870.9,28311552.0,0.4692989260331438,0.46596620610000006,0.5494836230100001,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed44_L16_trainT0.pth
cifar10,vgg16,mne_l2,MNE-L2,44,16,16,1,noise,no,post_input_if,10000,90.02,0.08135076583752529,0.08156009372189749,0.09718553282374101,890095798.20385,886652354.75,966183024.9499999,862951606.20385,859508162.75,939038832.9499999,28311552.0,0.906889584783465,0.9037904856750001,0.975368088855,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar10-checkpoints/vgg16_L[16]_mneablate_cifar10_old_detach_rc0p0001_seed44_L16_trainT0.pth
cifar100,vgg16,l2,L2,40,16,4,0,clean,yes,post_input_if,10000,62.11,0.10743813028678621,0.10802915284959533,0.1232936941462455,122687579.1981125,122755353.75,139108862.45,115901531.1989125,115969305.75,132322814.45,7077888.0,0.13686966287902125,0.13693065997500004,0.151648817805,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed40_L16_trainT0.pth
cifar100,vgg16,l2,L2,40,16,4,1,noise,no,post_input_if,10000,1.79,0.13893395275966727,0.1392369990726169,0.14800827794795413,256893430.43115,256920254.75,261030916.6625,250107382.43195,250134206.75,254244868.6625,7077888.0,0.257654928988755,0.257679070875,0.26137866659625003,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed40_L16_trainT0.pth
cifar100,vgg16,l2,L2,40,16,8,0,clean,yes,post_input_if,10000,62.68,0.10753366216206724,0.10814968630564298,0.1232884249241232,249065535.50435,249365428.0,281825017.84999996,235493439.50435,235793332.0,268252921.84999996,14155776.0,0.277060665153915,0.27733056840000003,0.306544199265,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed40_L16_trainT0.pth
cifar100,vgg16,l2,L2,40,16,8,1,noise,no,post_input_if,10000,2.8400000000000003,0.12494532246761185,0.12512097255789117,0.13529704800612635,495228853.985375,495176595.5,505529876.7,481656757.985375,481604499.5,491957780.7,14155776.0,0.4986076517868376,0.49856061915000005,0.50787857223,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed40_L16_trainT0.pth
cifar100,vgg16,l2,L2,40,16,16,0,clean,yes,post_input_if,10000,62.67,0.10754357637913108,0.10813695235218075,0.12328605377416815,508461442.8483,509309099.0,573643283.5,481317250.8483,482164907.0,546499091.5,28311552.0,0.5634186649634702,0.5641815555,0.62208232155,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed40_L16_trainT0.pth
cifar100,vgg16,l2,L2,40,16,16,1,noise,no,post_input_if,10000,14.280000000000001,0.11464583314305588,0.11477705042996852,0.12720792482225157,968352726.43805,967694695.5,1005571041.1,941208534.43805,940550503.5,978426849.1,28311552.0,0.977320820194245,0.9767285923500001,1.01081730339,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed40_L16_trainT0.pth
cifar100,vgg16,l2,L2,41,16,4,0,clean,yes,post_input_if,10000,62.260000000000005,0.10981710837384778,0.11043103993367806,0.12566840082621403,123548415.3127875,123728115.25,139981460.92499998,116762367.3135875,116942067.25,133195412.925,7077888.0,0.13764441538222877,0.13780614532500002,0.15243415643250002,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed41_L16_trainT0.pth
cifar100,vgg16,l2,L2,41,16,4,1,noise,no,post_input_if,10000,1.05,0.14726307697982238,0.14754919697054855,0.1561061063258768,262097118.03175,262145640.5,265059807.1,255311070.03255,255359592.5,258273759.1,7077888.0,0.26233824782929505,0.26238191805,0.26500466799,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed41_L16_trainT0.pth
cifar100,vgg16,l2,L2,41,16,8,0,clean,yes,post_input_if,10000,62.629999999999995,0.10988354395585095,0.11053598527428057,0.12576669377388716,250949377.7735875,251330433.0,283794159.625,237377281.7735875,237758337.0,270222063.625,14155776.0,0.2787561231962288,0.2790990729,0.30831642686250005,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed41_L16_trainT0.pth
cifar100,vgg16,l2,L2,41,16,8,1,noise,no,post_input_if,10000,1.8499999999999999,0.13232722831012533,0.1326160019250225,0.14205280550949864,505008396.8948,505217923.5,513800696.675,491436300.8948,491645827.5,500228600.675,14155776.0,0.5074092404053201,0.50759781435,0.5153223102075001,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed41_L16_trainT0.pth
cifar100,vgg16,l2,L2,41,16,16,0,clean,yes,post_input_if,10000,62.57,0.10990202417167827,0.11051984828153102,0.12570490116695707,512395332.600225,513194438.5,577885557.5,485251140.600225,486050246.5,550741365.5,28311552.0,0.5669591657402026,0.56767836105,0.6259003681499999,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed41_L16_trainT0.pth
cifar100,vgg16,l2,L2,41,16,16,1,noise,no,post_input_if,10000,9.82,0.1201336319079502,0.12026604302495504,0.13199911872260006,978937454.41015,978997499.0,1012294322.0,951793262.41015,951853307.0,985150130.0,28311552.0,0.986847075369135,0.9869011155,1.0168682562,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed41_L16_trainT0.pth
cifar100,vgg16,l2,L2,42,16,4,0,clean,yes,post_input_if,10000,62.11,0.1062679443359375,0.10690505213017086,0.12118460017142535,121143648.06475624,121323042.5,137267695.725,114357600.06555624,114536994.5,130481647.725,7077888.0,0.13548012485900063,0.13564157985,0.14999176775250003,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed42_L16_trainT0.pth
cifar100,vgg16,l2,L2,42,16,4,1,noise,no,post_input_if,10000,1.66,0.14140799499072615,0.14163054322167265,0.14998318239939298,260494808.337025,260501956.125,264661136.95,253708760.337825,253715908.125,257875088.95,7077888.0,0.26089616910404256,0.26090260211250005,0.26464586485499997,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed42_L16_trainT0.pth
cifar100,vgg16,l2,L2,42,16,8,0,clean,yes,post_input_if,10000,62.339999999999996,0.10630120406116514,0.10694786455991456,0.12123806082087454,246065981.19475,246372935.5,278323447.84999996,232493885.19475,232800839.5,264751351.85,14155776.0,0.274361066275275,0.27463732515000006,0.303392786265,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed42_L16_trainT0.pth
cifar100,vgg16,l2,L2,42,16,8,1,noise,no,post_input_if,10000,2.9499999999999997,0.12602711045519055,0.12632850262758544,0.13614291184240107,500228376.5486,500391031.75,512753525.59999996,486656280.5486,486818935.75,499181429.59999996,14155776.0,0.5031072220937401,0.5032536117749999,0.5143798562399999,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed42_L16_trainT0.pth
cifar100,vgg16,l2,L2,42,16,16,0,clean,yes,post_input_if,10000,62.27,0.10632552892012562,0.10697991899449191,0.12121218674474482,502592482.0865,503300101.0,566616969.8,475448290.0865,476155909.0,539472777.8,28311552.0,0.5581366002778501,0.5587734573,0.6157586392200001,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed42_L16_trainT0.pth
cifar100,vgg16,l2,L2,42,16,16,1,noise,no,post_input_if,10000,15.290000000000001,0.11462442343732436,0.1148699204698741,0.12671088349047324,972972802.41845,972742324.0,1011662775.2,945828610.41845,945598132.0,984518583.2,28311552.0,0.9814788885766051,0.9812714580000002,1.01629986408,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed42_L16_trainT0.pth
cifar100,vgg16,l2,L2,43,16,4,0,clean,yes,post_input_if,10000,61.199999999999996,0.1020194953314692,0.10254477082396583,0.1172932796341052,118177682.86771876,118300088.0,134088764.8625,111391634.86851875,111514040.0,127302716.8625,7077888.0,0.13281075618166688,0.1329209208,0.14713072997624999,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed43_L16_trainT0.pth
cifar100,vgg16,l2,L2,43,16,4,1,noise,no,post_input_if,10000,2.0500000000000003,0.13448615977335318,0.1348143653046313,0.14313350101169064,260635573.923625,260761903.375,263583622.825,253849525.924425,253975855.375,256797574.825,7077888.0,0.2610228581319825,0.26113655463749996,0.2636761021425,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed43_L16_trainT0.pth
cifar100,vgg16,l2,L2,43,16,8,0,clean,yes,post_input_if,10000,61.550000000000004,0.10209458815759892,0.10260448867468525,0.11731738632531473,240286893.7390125,240585897.75,272071344.275,226714797.7390125,227013801.75,258499248.275,14155776.0,0.2691598875651112,0.269428991175,0.2977658930475,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed43_L16_trainT0.pth
cifar100,vgg16,l2,L2,43,16,8,1,noise,no,post_input_if,10000,4.16,0.11993669253561993,0.12011477243986061,0.13025277775826213,499142250.60735,499519678.75,510287933.05,485570154.60735,485947582.75,496715837.05,14155776.0,0.502129708746615,0.502469394075,0.5121608229450001,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed43_L16_trainT0.pth
cifar100,vgg16,l2,L2,43,16,16,0,clean,yes,post_input_if,10000,61.739999999999995,0.10211535291054268,0.10265202144924684,0.1173618234318795,491049699.3127,491873287.0,554260226.1,463905507.3127,464729095.0,527116034.1,28311552.0,0.5477480957814299,0.5484893247,0.6046375698900001,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed43_L16_trainT0.pth
cifar100,vgg16,l2,L2,43,16,16,1,noise,no,post_input_if,10000,18.64,0.10913358518751407,0.10928322771470324,0.12170092905168053,967862043.38875,967048876.0,1008098691.4,940717851.38875,939904684.0,980954499.4,28311552.0,0.976879205449875,0.9761473547999999,1.0130921886600002,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed43_L16_trainT0.pth
cifar100,vgg16,l2,L2,44,16,4,0,clean,yes,post_input_if,10000,61.47,0.10351919964028777,0.1039516531306205,0.11788900910521583,119728612.84576875,119767804.25,135681698.35,112942564.84656875,112981756.25,128895650.35,7077888.0,0.1342065931619119,0.134241865425,0.148564370115,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed44_L16_trainT0.pth
cifar100,vgg16,l2,L2,44,16,4,1,noise,no,post_input_if,10000,1.26,0.13450778070902655,0.13479548392535973,0.14212422542434802,257182806.811075,257255607.5,260400355.4625,250396758.811875,250469559.5,253614307.4625,7077888.0,0.2579153677306875,0.25798088835,0.26081116151625006,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed44_L16_trainT0.pth
cifar100,vgg16,l2,L2,44,16,8,0,clean,yes,post_input_if,10000,61.89,0.10346306310420414,0.10390532788612859,0.11788020511325314,242953405.1868125,243136525.5,274938032.925,229381309.1868125,229564429.5,261365936.92499998,14155776.0,0.27155974786813125,0.27172455615,0.3003459128325,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed44_L16_trainT0.pth
cifar100,vgg16,l2,L2,44,16,8,1,noise,no,post_input_if,10000,2.62,0.12089818637765568,0.12108035739377249,0.12972361612662991,496173807.271925,496168190.25,506826255.3,482601711.271925,482596094.25,493254159.3,14155776.0,0.49945810974473254,0.49945305442500004,0.50904531297,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed44_L16_trainT0.pth
cifar100,vgg16,l2,L2,44,16,16,0,clean,yes,post_input_if,10000,62.11,0.10348272474549658,0.10395088470239433,0.11788110527203237,496235433.417,496667741.75,559594856.4,469091241.417,469523549.75,532450664.4,28311552.0,0.5524152564753,0.5528043339750001,0.6094387371600001,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed44_L16_trainT0.pth
cifar100,vgg16,l2,L2,44,16,16,1,noise,no,post_input_if,10000,15.17,0.11083472305407627,0.1109419349286196,0.12200379954825202,968702478.8837,967835281.0,1007730902.6999999,941558286.8837,940691089.0,980586710.6999999,28311552.0,0.9776355973953301,0.9768551193,1.01276117883,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_rcnone_seed44_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,40,16,4,0,clean,yes,post_input_if,10000,63.04,0.10559317319581835,0.1061155470155126,0.12087788753372303,112051490.751325,112031808.8125,127755370.01249999,105265442.752125,105245760.8125,120969322.01249999,7077888.0,0.1272971832769125,0.12727946953125002,0.14143067461125,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed40_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,40,16,4,1,noise,no,post_input_if,10000,60.64000000000001,0.10651190712469089,0.10702536603529676,0.12175437872358362,219464633.76610625,219063528.125,231676526.8875,212678585.76690626,212277480.125,224890478.8875,7077888.0,0.22396901199021563,0.22360801691249999,0.23495971579875002,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed40_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,40,16,8,0,clean,yes,post_input_if,10000,63.53,0.10574306851393885,0.10624903397594425,0.12098599440759891,227254232.7055125,227230201.5,258809772.2,213682136.7055125,213658105.5,245237676.2,14155776.0,0.2574304926349613,0.25740886455,0.28583047818,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed40_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,40,16,8,1,noise,no,post_input_if,10000,62.55,0.10623893568738758,0.10675334244323291,0.12137181124241231,442478333.2383625,441894266.5,466665113.3999999,428906237.2383625,428322170.5,453093017.3999999,14155776.0,0.4511321831145263,0.45060652305,0.47290028526,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed40_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,40,16,16,0,clean,yes,post_input_if,10000,63.75999999999999,0.10577725390976282,0.10632214443289119,0.12097257984627921,464272523.95735,464445561.0,526700817.55,437128331.95735,437301369.0,499556625.55,28311552.0,0.5236486379616151,0.5238043713,0.5798341021950001,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed40_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,40,16,16,1,noise,no,post_input_if,10000,63.660000000000004,0.10604862752132278,0.10657451821745728,0.12124549261957622,894799520.824225,893783347.5,942904910.35,867655328.824225,866639155.5,915760718.35,28311552.0,0.9111229351418025,0.9102083791500002,0.954417785715,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed40_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,41,16,4,0,clean,yes,post_input_if,10000,63.39,0.10584129348864658,0.10649932202675359,0.12122407542715827,112388563.33838125,112286785.6875,128036285.6625,105602515.33918124,105500737.6875,121250238.1375,7077888.0,0.1276005486052631,0.12750894871875001,0.14168349912375,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed41_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,41,16,4,1,noise,no,post_input_if,10000,61.019999999999996,0.10675223353543727,0.10736303535296762,0.12201942059633542,220240335.60498437,219973169.375,232390835.8375,213454287.6057844,213187121.375,225604787.8375,7077888.0,0.22466714364520593,0.22442669403749999,0.23560259385375001,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed41_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,41,16,8,0,clean,yes,post_input_if,10000,63.92,0.10593192612901867,0.10655442930811601,0.12123020089787544,227964495.5115125,227862877.5,259295311.67499998,214392399.5115125,214290781.5,245723215.67499998,14155776.0,0.25806972916036125,0.25797827295000003,0.28626746370750006,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed41_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,41,16,8,1,noise,no,post_input_if,10000,63.46000000000001,0.1064289977588242,0.10700977791985161,0.12169040158498201,444168141.223725,443644984.75,468655953.09999996,430596045.223725,430072888.75,455083857.09999996,14155776.0,0.4526530103013525,0.45218216947500006,0.47469204099,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed41_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,41,16,16,0,clean,yes,post_input_if,10000,63.980000000000004,0.10595006645806403,0.10658176339787545,0.1212611026901135,465733813.6752,465650458.0,528157693.85,438589621.6752,438506266.0,501013501.85,28311552.0,0.52496379870768,0.5248887786,0.581145290865,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed41_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,41,16,16,1,noise,no,post_input_if,10000,63.89,0.1062245077668334,0.10682491604372751,0.12147861178830373,898342453.06255,897566939.0,946686517.25,871198261.06255,870422747.0,919542325.25,28311552.0,0.9143115741562952,0.9136136115000001,0.957821231925,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed41_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,42,16,4,0,clean,yes,post_input_if,10000,62.27,0.10461396299952226,0.10520660619941546,0.11960721461892986,112198523.86568125,112108194.75,127783735.475,105412475.86648124,105322146.75,120997687.475,7077888.0,0.12742951307983313,0.12734821687500003,0.14145620352750002,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,42,16,4,1,noise,no,post_input_if,10000,61.8,0.10481655923308228,0.1054094712511241,0.11987041226393885,219150968.2359125,218941403.0,231328856.8875,212364920.2367125,212155355.0,224542808.8875,7077888.0,0.22368671301304124,0.2234981043,0.23464681279875,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,42,16,8,0,clean,yes,post_input_if,10000,63.24999999999999,0.10463973296460488,0.10525227279114209,0.11959753242328013,226981255.0386625,226839251.5,258074676.85,213409159.0386625,213267155.5,244502580.85,14155776.0,0.25718481273479626,0.25705700955,0.28516889236500004,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,42,16,8,1,noise,no,post_input_if,10000,62.96000000000001,0.10477420021990219,0.1053431668727518,0.11966425394840377,441806796.472475,441403929.75,466298274.125,428234700.472475,427831833.75,452726178.125,14155776.0,0.4505278000252276,0.45016521997500003,0.4725701299125,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,42,16,16,0,clean,yes,post_input_if,10000,63.470000000000006,0.10462082332912967,0.10522713421060026,0.11959512834068683,463581482.474425,463267276.0,525724073.65,436437290.474425,436123084.0,498579881.65,28311552.0,0.5230267006269825,0.5227439148,0.578955032685,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,42,16,16,1,noise,no,post_input_if,10000,63.519999999999996,0.10470961674751995,0.10528070463551034,0.1196652529050978,894166418.01665,893468432.0,942561027.25,867022226.01665,866324240.0,915416835.25,28311552.0,0.910553142614985,0.9099249551999999,0.954108290925,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed42_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,43,16,4,0,clean,yes,post_input_if,10000,62.07,0.10410850505142762,0.1045150207958633,0.11845667996852519,111515420.43965624,111475081.8125,126751276.94999997,104729372.44045626,104689033.8125,119965228.94999997,7077888.0,0.12681471999641064,0.12677841523125,0.14052699085499998,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed43_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,43,16,4,1,noise,no,post_input_if,10000,61.839999999999996,0.10458915014472797,0.1050779493592626,0.1188199050134892,218853602.21643126,218533249.5,230820933.625,212067554.21723124,211747201.5,224034885.625,7077888.0,0.22341908359550816,0.22313076615,0.2341896818625,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed43_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,43,16,8,0,clean,yes,post_input_if,10000,63.3,0.10419565280392874,0.1046342369463804,0.1184347468314411,225838985.6338125,225659254.5,256317738.325,212266889.6338125,212087158.5,242745642.325,14155776.0,0.2561567702704312,0.25599501225,0.2835876476925,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed43_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,43,16,8,1,noise,no,post_input_if,10000,63.660000000000004,0.10447973826017312,0.10494029093131745,0.11865765688230666,441167400.7323625,440649644.0,464969558.6,427595304.7323625,427077548.0,451397462.6,14155776.0,0.44995234385912625,0.44948636280000004,0.47137428594,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed43_L16_trainT0.pth
cifar100,vgg16,l2_wo,L2-wo,43,16,16,0,clean,yes,post_input_if,10000,63.74999999999999,0.10421582461569806,0.10465180102012141,0.11842901655238307,461242167.195875,461224944.0,521828240.2,434097975.195875,434080752.0,494684048.2,28311552.0,0.5209213168762875,0.520905816,0.5754487825800001,/home/595/sl9144/codes/snn_simulation/QCFS_simulation/cifar100-checkpoints/vgg16_L[16]_mneablate_cifar100_weight_decay_weights_only_rcnone_seed43_L16_trainT0.pth
