L,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,68.420000,54.950000,41.710000,30.690000,23.220000,18.370000,15.250000,13.560000,12.500000,11.960000,11.620000,11.350000,11.360000,11.320000,11.130000,11.270000,11.230000
