dataset,variant,variant_label,regularizer,reg_coeff,hinge_tau,clean_sigma,clean_acc_mean,clean_acc_std,end_sigma,end_acc_mean,end_acc_std,absolute_drop,relative_retention
cifar10,weight_decay,weight_decay,weight_decay,none,none,1,33.860000,0.000000,3,10.000000,0.000000,23.860000,0.295334
