arch,c1,c2,size_label,regularizer,sigma,acc_mean,acc_std,n_seeds
cnn2_c2_c4,2,4,c2c4,weight_decay,0.6,79.368000,22.199077,5
cnn2_c2_c4,2,4,c2c4,weight_decay,0.7,79.260000,22.137353,5
cnn2_c2_c4,2,4,c2c4,weight_decay,0.7,78.994000,22.070507,5
cnn2_c2_c4,2,4,c2c4,weight_decay,0.8,78.642000,22.128628,5
cnn2_c2_c4,2,4,c2c4,weight_decay,0.8,78.272000,22.233170,5
cnn2_c2_c4,2,4,c2c4,weight_decay,0.8,78.082000,22.196118,5
cnn2_c2_c4,2,4,c2c4,weight_decay,0.9,77.700000,22.152746,5
cnn2_c2_c4,2,4,c2c4,weight_decay,0.9,77.348000,22.239477,5
cnn2_c2_c4,2,4,c2c4,weight_decay,1.0,76.892000,22.146884,5
cnn2_c2_c4,2,4,c2c4,no_regularization,0.0,95.384000,2.164574,5
cnn2_c2_c4,2,4,c2c4,no_regularization,0.1,92.882000,7.171392,5
cnn2_c2_c4,2,4,c2c4,no_regularization,0.1,88.682000,11.636560,5
cnn2_c2_c4,2,4,c2c4,no_regularization,0.1,84.044000,20.401975,5
cnn2_c2_c4,2,4,c2c4,no_regularization,0.2,82.194000,23.224109,5
cnn2_c2_c4,2,4,c2c4,no_regularization,0.2,81.168000,24.461902,5
cnn2_c2_c4,2,4,c2c4,no_regularization,0.3,80.308000,25.191907,5
cnn2_c2_c4,2,4,c2c4,no_regularization,0.3,79.938000,25.519392,5
cnn2_c2_c4,2,4,c2c4,no_regularization,0.4,79.320000,25.977915,5
cnn2_c2_c4,2,4,c2c4,no_regularization,0.5,79.056000,26.114496,5
cnn2_c2_c4,2,4,c2c4,no_regularization,0.5,78.716000,26.141547,5
cnn2_c2_c4,2,4,c2c4,no_regularization,0.6,78.434000,26.354258,5
cnn2_c2_c4,2,4,c2c4,no_regularization,0.6,78.072000,26.537464,5
cnn2_c2_c4,2,4,c2c4,no_regularization,0.7,77.784000,26.618188,5
cnn2_c2_c4,2,4,c2c4,no_regularization,0.7,77.414000,26.840409,5
cnn2_c2_c4,2,4,c2c4,no_regularization,0.8,77.348000,26.543884,5
cnn2_c2_c4,2,4,c2c4,no_regularization,0.8,77.128000,26.965723,5
cnn2_c2_c4,2,4,c2c4,no_regularization,0.8,76.680000,26.736358,5
cnn2_c2_c4,2,4,c2c4,no_regularization,0.9,76.198000,26.884344,5
cnn2_c2_c4,2,4,c2c4,no_regularization,0.9,75.858000,26.943763,5
cnn2_c2_c4,2,4,c2c4,no_regularization,1.0,75.468000,26.885659,5
cnn2_c4_c8,4,8,c4c8,mne_l2,0.0,96.140000,0.559509,5
cnn2_c4_c8,4,8,c4c8,mne_l2,0.1,96.116000,0.616628,5
cnn2_c4_c8,4,8,c4c8,mne_l2,0.1,96.182000,0.625795,5
cnn2_c4_c8,4,8,c4c8,mne_l2,0.1,96.148000,0.607676,5
cnn2_c4_c8,4,8,c4c8,mne_l2,0.2,96.204000,0.584277,5
cnn2_c4_c8,4,8,c4c8,mne_l2,0.2,96.160000,0.508576,5
cnn2_c4_c8,4,8,c4c8,mne_l2,0.3,96.248000,0.469968,5
cnn2_c4_c8,4,8,c4c8,mne_l2,0.3,96.178000,0.539416,5
cnn2_c4_c8,4,8,c4c8,mne_l2,0.4,96.128000,0.526232,5
cnn2_c4_c8,4,8,c4c8,mne_l2,0.5,96.098000,0.574909,5
cnn2_c4_c8,4,8,c4c8,mne_l2,0.5,96.128000,0.512903,5
cnn2_c4_c8,4,8,c4c8,mne_l2,0.6,96.064000,0.568665,5
cnn2_c4_c8,4,8,c4c8,mne_l2,0.6,96.072000,0.612185,5
cnn2_c4_c8,4,8,c4c8,mne_l2,0.7,96.084000,0.486549,5
cnn2_c4_c8,4,8,c4c8,mne_l2,0.7,95.998000,0.534387,5
cnn2_c4_c8,4,8,c4c8,mne_l2,0.8,95.900000,0.619960,5
cnn2_c4_c8,4,8,c4c8,mne_l2,0.8,95.962000,0.535462,5
cnn2_c4_c8,4,8,c4c8,mne_l2,0.8,95.920000,0.484923,5
cnn2_c4_c8,4,8,c4c8,mne_l2,0.9,95.840000,0.527920,5
cnn2_c4_c8,4,8,c4c8,mne_l2,0.9,95.740000,0.615589,5
cnn2_c4_c8,4,8,c4c8,mne_l2,1.0,95.778000,0.629500,5
cnn2_c4_c8,4,8,c4c8,weight_decay,0.0,98.452000,0.083187,5
cnn2_c4_c8,4,8,c4c8,weight_decay,0.1,98.300000,0.217715,5
cnn2_c4_c8,4,8,c4c8,weight_decay,0.1,98.080000,0.415752,5
cnn2_c4_c8,4,8,c4c8,weight_decay,0.1,97.560000,0.967368,5
cnn2_c4_c8,4,8,c4c8,weight_decay,0.2,96.826000,1.939531,5
cnn2_c4_c8,4,8,c4c8,weight_decay,0.2,96.126000,2.981431,5
cnn2_c4_c8,4,8,c4c8,weight_decay,0.3,95.404000,4.299893,5
cnn2_c4_c8,4,8,c4c8,weight_decay,0.3,94.722000,5.434176,5
cnn2_c4_c8,4,8,c4c8,weight_decay,0.4,93.996000,6.600745,5
cnn2_c4_c8,4,8,c4c8,weight_decay,0.5,93.290000,7.690403,5
cnn2_c4_c8,4,8,c4c8,weight_decay,0.5,92.706000,8.729211,5
cnn2_c4_c8,4,8,c4c8,weight_decay,0.6,91.972000,9.776728,5
cnn2_c4_c8,4,8,c4c8,weight_decay,0.6,91.354000,10.629587,5
cnn2_c4_c8,4,8,c4c8,weight_decay,0.7,90.776000,11.498914,5
cnn2_c4_c8,4,8,c4c8,weight_decay,0.7,90.074000,12.534530,5
cnn2_c4_c8,4,8,c4c8,weight_decay,0.8,89.522000,13.138541,5
cnn2_c4_c8,4,8,c4c8,weight_decay,0.8,88.696000,14.256813,5
cnn2_c4_c8,4,8,c4c8,weight_decay,0.8,88.152000,14.993701,5
cnn2_c4_c8,4,8,c4c8,weight_decay,0.9,87.486000,15.531352,5
cnn2_c4_c8,4,8,c4c8,weight_decay,0.9,86.924000,16.045882,5
cnn2_c4_c8,4,8,c4c8,weight_decay,1.0,86.218000,16.622018,5
cnn2_c4_c8,4,8,c4c8,no_regularization,0.0,98.222000,0.236157,5
cnn2_c4_c8,4,8,c4c8,no_regularization,0.1,97.312000,1.414026,5
cnn2_c4_c8,4,8,c4c8,no_regularization,0.1,97.192000,1.643417,5
cnn2_c4_c8,4,8,c4c8,no_regularization,0.1,97.124000,1.625109,5
cnn2_c4_c8,4,8,c4c8,no_regularization,0.2,96.622000,2.313508,5
cnn2_c4_c8,4,8,c4c8,no_regularization,0.2,96.038000,3.140107,5
cnn2_c4_c8,4,8,c4c8,no_regularization,0.3,95.134000,4.470535,5
cnn2_c4_c8,4,8,c4c8,no_regularization,0.3,94.222000,5.551871,5
cnn2_c4_c8,4,8,c4c8,no_regularization,0.4,93.358000,6.516880,5
cnn2_c4_c8,4,8,c4c8,no_regularization,0.5,92.456000,7.527857,5
cnn2_c4_c8,4,8,c4c8,no_regularization,0.5,91.600000,8.358238,5
cnn2_c4_c8,4,8,c4c8,no_regularization,0.6,90.640000,9.050064,5
cnn2_c4_c8,4,8,c4c8,no_regularization,0.6,89.844000,9.856185,5
cnn2_c4_c8,4,8,c4c8,no_regularization,0.7,89.048000,9.982508,5
cnn2_c4_c8,4,8,c4c8,no_regularization,0.7,88.236000,10.399266,5
cnn2_c4_c8,4,8,c4c8,no_regularization,0.8,87.464000,10.859467,5
cnn2_c4_c8,4,8,c4c8,no_regularization,0.8,86.554000,11.216957,5
cnn2_c4_c8,4,8,c4c8,no_regularization,0.8,85.704000,11.341123,5
cnn2_c4_c8,4,8,c4c8,no_regularization,0.9,84.862000,11.674317,5
cnn2_c4_c8,4,8,c4c8,no_regularization,0.9,84.356000,11.482222,5
cnn2_c4_c8,4,8,c4c8,no_regularization,1.0,83.312000,11.925006,5
cnn2_c8_c16,8,16,c8c16,mne_l2,0.0,95.098000,1.816665,5
cnn2_c8_c16,8,16,c8c16,mne_l2,0.1,95.078000,1.798950,5
cnn2_c8_c16,8,16,c8c16,mne_l2,0.1,95.072000,1.706786,5
cnn2_c8_c16,8,16,c8c16,mne_l2,0.1,95.074000,1.681630,5
cnn2_c8_c16,8,16,c8c16,mne_l2,0.2,95.150000,1.635115,5
cnn2_c8_c16,8,16,c8c16,mne_l2,0.2,95.094000,1.845584,5
cnn2_c8_c16,8,16,c8c16,mne_l2,0.3,94.974000,1.781861,5
cnn2_c8_c16,8,16,c8c16,mne_l2,0.3,94.838000,1.942658,5
cnn2_c8_c16,8,16,c8c16,mne_l2,0.4,94.620000,2.256336,5
cnn2_c8_c16,8,16,c8c16,mne_l2,0.5,94.380000,2.447632,5
cnn2_c8_c16,8,16,c8c16,mne_l2,0.5,94.168000,2.438385,5
cnn2_c8_c16,8,16,c8c16,mne_l2,0.6,94.162000,2.588633,5
cnn2_c8_c16,8,16,c8c16,mne_l2,0.6,94.132000,2.674784,5
cnn2_c8_c16,8,16,c8c16,mne_l2,0.7,94.096000,2.865891,5
cnn2_c8_c16,8,16,c8c16,mne_l2,0.7,93.968000,3.015571,5
cnn2_c8_c16,8,16,c8c16,mne_l2,0.8,93.762000,3.137303,5
cnn2_c8_c16,8,16,c8c16,mne_l2,0.8,93.746000,3.121142,5
cnn2_c8_c16,8,16,c8c16,mne_l2,0.8,93.630000,3.138065,5
cnn2_c8_c16,8,16,c8c16,mne_l2,0.9,93.590000,3.055184,5
cnn2_c8_c16,8,16,c8c16,mne_l2,0.9,93.542000,3.252102,5
cnn2_c8_c16,8,16,c8c16,mne_l2,1.0,93.550000,3.114266,5
cnn2_c8_c16,8,16,c8c16,weight_decay,0.0,98.816000,0.069498,5
cnn2_c8_c16,8,16,c8c16,weight_decay,0.1,98.772000,0.069065,5
cnn2_c8_c16,8,16,c8c16,weight_decay,0.1,98.752000,0.114543,5
cnn2_c8_c16,8,16,c8c16,weight_decay,0.1,98.664000,0.126214,5
cnn2_c8_c16,8,16,c8c16,weight_decay,0.2,98.572000,0.229390,5
cnn2_c8_c16,8,16,c8c16,weight_decay,0.2,98.378000,0.414873,5
cnn2_c8_c16,8,16,c8c16,weight_decay,0.3,98.060000,0.554437,5
cnn2_c8_c16,8,16,c8c16,weight_decay,0.3,97.688000,0.882649,5
cnn2_c8_c16,8,16,c8c16,weight_decay,0.4,97.126000,1.288422,5
cnn2_c8_c16,8,16,c8c16,weight_decay,0.5,96.298000,2.023628,5
cnn2_c8_c16,8,16,c8c16,weight_decay,0.5,95.350000,2.751736,5
cnn2_c8_c16,8,16,c8c16,weight_decay,0.6,94.230000,3.569139,5
cnn2_c8_c16,8,16,c8c16,weight_decay,0.6,92.924000,4.716018,5
cnn2_c8_c16,8,16,c8c16,weight_decay,0.7,91.444000,5.692124,5
cnn2_c8_c16,8,16,c8c16,weight_decay,0.7,90.132000,6.802685,5
cnn2_c8_c16,8,16,c8c16,weight_decay,0.8,88.478000,7.943555,5
cnn2_c8_c16,8,16,c8c16,weight_decay,0.8,86.930000,9.160374,5
cnn2_c8_c16,8,16,c8c16,weight_decay,0.8,85.258000,10.240941,5
cnn2_c8_c16,8,16,c8c16,weight_decay,0.9,83.714000,11.207851,5
cnn2_c8_c16,8,16,c8c16,weight_decay,0.9,81.912000,12.390253,5
cnn2_c8_c16,8,16,c8c16,weight_decay,1.0,80.234000,13.329984,5
cnn2_c8_c16,8,16,c8c16,no_regularization,0.0,98.804000,0.118237,5
cnn2_c8_c16,8,16,c8c16,no_regularization,0.1,98.750000,0.122882,5
cnn2_c8_c16,8,16,c8c16,no_regularization,0.1,98.580000,0.324962,5
cnn2_c8_c16,8,16,c8c16,no_regularization,0.1,98.186000,0.811468,5
cnn2_c8_c16,8,16,c8c16,no_regularization,0.2,97.644000,1.452216,5
cnn2_c8_c16,8,16,c8c16,no_regularization,0.2,96.888000,2.597801,5
cnn2_c8_c16,8,16,c8c16,no_regularization,0.3,96.270000,3.652006,5
cnn2_c8_c16,8,16,c8c16,no_regularization,0.3,95.582000,4.637749,5
cnn2_c8_c16,8,16,c8c16,no_regularization,0.4,94.808000,5.829496,5
cnn2_c8_c16,8,16,c8c16,no_regularization,0.5,94.318000,6.584107,5
cnn2_c8_c16,8,16,c8c16,no_regularization,0.5,93.814000,7.338493,5
cnn2_c8_c16,8,16,c8c16,no_regularization,0.6,93.284000,7.989445,5
cnn2_c8_c16,8,16,c8c16,no_regularization,0.6,92.904000,8.607376,5
cnn2_c8_c16,8,16,c8c16,no_regularization,0.7,92.388000,8.984933,5
cnn2_c8_c16,8,16,c8c16,no_regularization,0.7,91.980000,9.431932,5
cnn2_c8_c16,8,16,c8c16,no_regularization,0.8,91.428000,9.717092,5
cnn2_c8_c16,8,16,c8c16,no_regularization,0.8,91.088000,9.886934,5
cnn2_c8_c16,8,16,c8c16,no_regularization,0.8,90.434000,10.431952,5
cnn2_c8_c16,8,16,c8c16,no_regularization,0.9,90.060000,10.292764,5
cnn2_c8_c16,8,16,c8c16,no_regularization,0.9,89.472000,10.676503,5
cnn2_c8_c16,8,16,c8c16,no_regularization,1.0,89.016000,10.756128,5
cnn2_c16_c32,16,32,c16c32,mne_l2,0.0,97.818000,0.575213,5
cnn2_c16_c32,16,32,c16c32,mne_l2,0.1,97.836000,0.586370,5
cnn2_c16_c32,16,32,c16c32,mne_l2,0.1,97.810000,0.547677,5
cnn2_c16_c32,16,32,c16c32,mne_l2,0.1,97.800000,0.628689,5
cnn2_c16_c32,16,32,c16c32,mne_l2,0.2,97.826000,0.603308,5
cnn2_c16_c32,16,32,c16c32,mne_l2,0.2,97.810000,0.529670,5
cnn2_c16_c32,16,32,c16c32,mne_l2,0.3,97.794000,0.585004,5
cnn2_c16_c32,16,32,c16c32,mne_l2,0.3,97.752000,0.598974,5
cnn2_c16_c32,16,32,c16c32,mne_l2,0.4,97.756000,0.580930,5
cnn2_c16_c32,16,32,c16c32,mne_l2,0.5,97.712000,0.555086,5
cnn2_c16_c32,16,32,c16c32,mne_l2,0.5,97.612000,0.622632,5
cnn2_c16_c32,16,32,c16c32,mne_l2,0.6,97.634000,0.624844,5
cnn2_c16_c32,16,32,c16c32,mne_l2,0.6,97.616000,0.600358,5
cnn2_c16_c32,16,32,c16c32,mne_l2,0.7,97.544000,0.686862,5
cnn2_c16_c32,16,32,c16c32,mne_l2,0.7,97.516000,0.700414,5
cnn2_c16_c32,16,32,c16c32,mne_l2,0.8,97.450000,0.684544,5
cnn2_c16_c32,16,32,c16c32,mne_l2,0.8,97.408000,0.755228,5
cnn2_c16_c32,16,32,c16c32,mne_l2,0.8,97.346000,0.782739,5
cnn2_c16_c32,16,32,c16c32,mne_l2,0.9,97.374000,0.754274,5
cnn2_c16_c32,16,32,c16c32,mne_l2,0.9,97.310000,0.772043,5
cnn2_c16_c32,16,32,c16c32,mne_l2,1.0,97.252000,0.840993,5
cnn2_c16_c32,16,32,c16c32,weight_decay,0.0,98.912000,0.119457,5
cnn2_c16_c32,16,32,c16c32,weight_decay,0.1,98.918000,0.079812,5
cnn2_c16_c32,16,32,c16c32,weight_decay,0.1,98.894000,0.097622,5
cnn2_c16_c32,16,32,c16c32,weight_decay,0.1,98.880000,0.072111,5
cnn2_c16_c32,16,32,c16c32,weight_decay,0.2,98.852000,0.082280,5
cnn2_c16_c32,16,32,c16c32,weight_decay,0.2,98.702000,0.093648,5
cnn2_c16_c32,16,32,c16c32,weight_decay,0.3,98.576000,0.082644,5
cnn2_c16_c32,16,32,c16c32,weight_decay,0.3,98.302000,0.210642,5
cnn2_c16_c32,16,32,c16c32,weight_decay,0.4,97.950000,0.228145,5
cnn2_c16_c32,16,32,c16c32,weight_decay,0.5,97.516000,0.339897,5
cnn2_c16_c32,16,32,c16c32,weight_decay,0.5,96.800000,0.527399,5
cnn2_c16_c32,16,32,c16c32,weight_decay,0.6,96.034000,0.739006,5
cnn2_c16_c32,16,32,c16c32,weight_decay,0.6,95.018000,0.943912,5
cnn2_c16_c32,16,32,c16c32,weight_decay,0.7,93.828000,1.051271,5
cnn2_c16_c32,16,32,c16c32,weight_decay,0.7,92.570000,1.137146,5
cnn2_c16_c32,16,32,c16c32,weight_decay,0.8,91.038000,1.370701,5
cnn2_c16_c32,16,32,c16c32,weight_decay,0.8,89.324000,1.644971,5
cnn2_c16_c32,16,32,c16c32,weight_decay,0.8,87.548000,1.543136,5
cnn2_c16_c32,16,32,c16c32,weight_decay,0.9,85.964000,1.686825,5
cnn2_c16_c32,16,32,c16c32,weight_decay,0.9,84.302000,1.619528,5
cnn2_c16_c32,16,32,c16c32,weight_decay,1.0,82.260000,1.769929,5
cnn2_c16_c32,16,32,c16c32,no_regularization,0.0,99.070000,0.058310,5
cnn2_c16_c32,16,32,c16c32,no_regularization,0.1,98.902000,0.106160,5
cnn2_c16_c32,16,32,c16c32,no_regularization,0.1,98.806000,0.173292,5
cnn2_c16_c32,16,32,c16c32,no_regularization,0.1,98.750000,0.209643,5
cnn2_c16_c32,16,32,c16c32,no_regularization,0.2,98.622000,0.262145,5
cnn2_c16_c32,16,32,c16c32,no_regularization,0.2,98.408000,0.358636,5
cnn2_c16_c32,16,32,c16c32,no_regularization,0.3,98.208000,0.401335,5
cnn2_c16_c32,16,32,c16c32,no_regularization,0.3,97.958000,0.556749,5
cnn2_c16_c32,16,32,c16c32,no_regularization,0.4,97.696000,0.636027,5
cnn2_c16_c32,16,32,c16c32,no_regularization,0.5,97.498000,0.683425,5
cnn2_c16_c32,16,32,c16c32,no_regularization,0.5,97.246000,0.790209,5
cnn2_c16_c32,16,32,c16c32,no_regularization,0.6,96.806000,0.850371,5
cnn2_c16_c32,16,32,c16c32,no_regularization,0.6,96.528000,0.977072,5
cnn2_c16_c32,16,32,c16c32,no_regularization,0.7,96.164000,0.919581,5
cnn2_c16_c32,16,32,c16c32,no_regularization,0.7,95.830000,1.076545,5
cnn2_c16_c32,16,32,c16c32,no_regularization,0.8,95.506000,1.126801,5
cnn2_c16_c32,16,32,c16c32,no_regularization,0.8,94.988000,1.251187,5
cnn2_c16_c32,16,32,c16c32,no_regularization,0.8,94.490000,1.264298,5
cnn2_c16_c32,16,32,c16c32,no_regularization,0.9,94.086000,1.352952,5
cnn2_c16_c32,16,32,c16c32,no_regularization,0.9,93.514000,1.586389,5
cnn2_c16_c32,16,32,c16c32,no_regularization,1.0,92.958000,1.585629,5
