arch,c1,c2,size_label,regularizer,seed,L,T,if_mode,sigma,acc,checkpoint,matrix_csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.0,94.87,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.05,94.92,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.1,95.03,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.15,94.93,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.2,95.01,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.25,95.05,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.3,95.3,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.35,95.04,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.4,95.26,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.45,94.93,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.5,95.18,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.55,95.37,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.6,95.09,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.65,95.22,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.7,95.3,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.75,95.3,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.8,94.96,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.85,95.06,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.9,94.89,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,0.95,94.79,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,40,16,16,rate_uniform,1.0,94.99,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed40_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_40/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_40.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.0,92.67,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.05,92.4,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.1,90.52,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.15,90.19,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.2,90.08,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.25,89.75,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.3,89.4,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.35,89.79,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.4,89.64,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.45,89.48,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.5,89.87,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.55,89.79,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.6,89.6,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.65,89.73,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.7,89.38,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.75,89.16,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.8,89.81,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.85,90.28,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.9,89.75,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,0.95,89.48,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,41,16,16,rate_uniform,1.0,89.24,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed41_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_41/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_41.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.0,95.58,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.05,95.69,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.1,95.63,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.15,95.62,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.2,95.7,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.25,95.7,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.3,95.52,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.35,95.5,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.4,95.57,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.45,95.88,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.5,95.74,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.55,95.77,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.6,95.7,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.65,95.29,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.7,95.32,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.75,95.54,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.8,95.39,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
cnn2_c2_c4,2,4,c2c4,mne_l2,42,16,16,rate_uniform,0.85,95.1,mnist-checkpoints/cnn2_c2_c4_L[16]_strict_seed42_ablation_mne_l2_l16_cnn2_c2_c4_rc5em02.pth,noise3_exp/cnn_strict_seed_three_regs_noise_sweep_rate_uniform_L16_T16/cnn2_c2_c4/mne_l2/seed_42/noise_sweep_matrix_mnist_cnn2_c2_c4_T16_mode_rate_uniform_schedule_normal_seed_42.csv
