L,T,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,16,88.050000,88.080000,88.020000,87.810000,87.750000,87.540000,86.750000,86.280000,86.000000,85.420000,85.100000,84.540000,84.130000,83.420000,83.610000,83.210000,82.680000,81.930000,81.570000,80.590000,79.810000
