dataset,variant,variant_label,regularizer,reg_coeff,hinge_tau,clean_sigma,clean_acc_mean,clean_acc_std,end_sigma,end_acc_mean,end_acc_std,absolute_drop,relative_retention
cifar10,weight_decay,weight_decay,weight_decay,none,none,0,90.194000,0.119917,5,10.000000,0.000000,80.194000,0.110872
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,0,90.692000,0.180194,5,19.954000,4.443049,70.738000,0.220019
cifar10,l1,l1_rc1e-5,l1,1e-05,none,0,88.094000,0.254224,5,53.042000,3.851937,35.052000,0.602107
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0,89.666000,0.064265,5,73.226000,2.499576,16.440000,0.816653
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0,90.836000,0.030496,5,23.658000,3.050700,67.178000,0.260447
