L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,94.670000,94.380000,94.320000,94.280000,93.930000,93.860000,92.970000,92.610000,92.100000,91.110000,90.090000
