L,T,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,16,88.590000,88.390000,88.110000,88.670000,87.770000,87.480000,87.610000,87.180000,86.920000,86.560000,86.080000,85.860000,85.530000,85.090000,84.710000,84.240000,83.570000,83.390000,83.310000,82.660000,82.340000
