L,Mode,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32
2,back_load,1.227195143699646,0.46351003646850586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,front_load,1.7089473009109497,0.5601303577423096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,normal,1.27211332321167,0.48089897632598877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,uniform,1.403611183166504,0.5459280610084534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,weight_sign_neg_front,1.6472221612930298,0.4203272759914398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,weight_sign_pos_front,8.484474182128906,0.9915966987609863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,back_load,4.792128086090088,1.5531538724899292,1.0372384786605835,0.8460537791252136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,front_load,7.661002159118652,2.1000328063964844,1.524798035621643,2.0989699363708496,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,normal,4.442033290863037,1.7163310050964355,1.0432687997817993,1.2743101119995117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,uniform,4.889516353607178,1.4452749490737915,0.8340560793876648,1.0859590768814087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,weight_sign_neg_front,2.9744925498962402,0.975651741027832,0.6935431957244873,0.7249142527580261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,weight_sign_pos_front,93.71552276611328,23.668594360351562,8.509842872619629,3.088385820388794,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,back_load,36.76368713378906,9.779026985168457,7.350574016571045,5.406243324279785,6.705866813659668,7.178343772888184,7.642645835876465,19.888757705688477,,,,,,,,,,,,,,,,,,,,,,,,
8,front_load,10.91334056854248,10.87875747680664,11.031998634338379,11.138952255249023,12.324308395385742,13.734481811523438,15.41854190826416,34.279781341552734,,,,,,,,,,,,,,,,,,,,,,,,
8,normal,14.521576881408691,7.028899669647217,5.9563727378845215,6.904345989227295,7.547739028930664,7.5378737449646,13.285367965698242,20.879919052124023,,,,,,,,,,,,,,,,,,,,,,,,
8,uniform,10.772984504699707,6.793091773986816,6.586524486541748,6.993488311767578,8.110147476196289,8.4213285446167,11.41324234008789,19.052106857299805,,,,,,,,,,,,,,,,,,,,,,,,
8,weight_sign_neg_front,37.756256103515625,14.5440034866333,9.930392265319824,7.878437519073486,5.488037109375,5.453752517700195,10.154866218566895,10.11816692352295,,,,,,,,,,,,,,,,,,,,,,,,
8,weight_sign_pos_front,375.924560546875,222.853759765625,218.25152587890625,149.89549255371094,92.00968933105469,67.4165267944336,60.6251335144043,62.37274932861328,,,,,,,,,,,,,,,,,,,,,,,,
16,back_load,408.83172607421875,295.4143981933594,842.2700805664062,356.3113708496094,233.46279907226562,196.7696533203125,183.90328979492188,387.2739562988281,369.9277038574219,363.0691833496094,261.14276123046875,917.43896484375,6731.02490234375,28759898.0,79663.7109375,57242.08984375,,,,,,,,,,,,,,,,
16,front_load,1500.997314453125,743.847412109375,616.20263671875,313.67315673828125,349.8992614746094,404.6424865722656,352.7236328125,938.0965576171875,1655.856689453125,12749.2353515625,367575.65625,541964.4375,3396391.75,48083192.0,2271237888.0,172465930240.0,,,,,,,,,,,,,,,,
16,normal,753.3799438476562,348.3143005371094,502.5724182128906,239.8605194091797,202.1405029296875,212.1969757080078,189.23863220214844,180.1541290283203,153.1722412109375,178.50070190429688,476.39569091796875,624.6168212890625,1370.68212890625,2521.000244140625,17834.00390625,23048.306640625,,,,,,,,,,,,,,,,
16,uniform,1274.7061767578125,409.09716796875,567.2296752929688,272.336181640625,210.47544860839844,191.9260711669922,178.61679077148438,176.3609619140625,280.58892822265625,504.3839416503906,473.7161865234375,20427.369140625,1259.7421875,2321.758544921875,75287.4375,64666.36328125,,,,,,,,,,,,,,,,
16,weight_sign_neg_front,451.210693359375,184.852294921875,1025.5535888671875,333.0038146972656,141.12960815429688,106.1070556640625,83.59962463378906,90.64226531982422,65.03990173339844,66.85636138916016,93.51656341552734,133.86024475097656,758.7886352539062,611.173095703125,495.1114807128906,3157.3740234375,,,,,,,,,,,,,,,,
16,weight_sign_pos_front,822.0174560546875,824.9365234375,1049.027099609375,617.1216430664062,626.0401000976562,577.0947875976562,558.5187377929688,1119.006103515625,727.2283935546875,11331.2490234375,22356.439453125,81519.375,296885.125,327978624.0,3139411200.0,28803641344.0,,,,,,,,,,,,,,,,
32,back_load,195.29251098632812,57163.015625,8962.1396484375,1650.80126953125,485.0318603515625,279.5696716308594,404.0518493652344,212.83946228027344,310.30194091796875,392.76275634765625,1152.9095458984375,51246.0703125,229960.109375,358668.28125,524978.75,1254464.5,533246.875,1234206.125,5668899.0,634952576.0,91042594816.0,19772338.0,80812528.0,67658744.0,138776395776.0,2711989760.0,262606192640.0,3173221427838976.0,55862239232.0,111964946432.0,38354468864.0,9450818633728.0
32,front_load,202.3711395263672,36651.95703125,5062.78857421875,578.0851440429688,238.93994140625,293.1197509765625,276.9029541015625,288.8071594238281,228.44992065429688,657.7869873046875,1473.2078857421875,1256.794189453125,47282.26171875,16261.63671875,94776.1640625,134594.984375,50901240.0,130180936.0,167827312.0,62118056.0,1501251712.0,1962509952.0,731212087296.0,1069286686720.0,15917329154048.0,101156227383296.0,218823332462592.0,2409859121152.0,63681597538304.0,47384180555776.0,248781920534528.0,235472169205760.0
32,normal,234.41845703125,39612.94921875,4727.91357421875,767.1737060546875,215.75656127929688,205.6093292236328,166.6063232421875,141.23974609375,149.51023864746094,155.15110778808594,240.9857177734375,256.1606140136719,499.5739440917969,569.5384521484375,900.854736328125,1328.4964599609375,7457.44384765625,7387.8408203125,17383.296875,14283.728515625,389606.5,683700.8125,1322813.625,524712.625,1743044.5,1521373.875,3802177.5,45147708.0,30471305216.0,40272040.0,213301664.0,38489239552.0
32,uniform,209.57870483398438,37953.71875,4593.58642578125,764.55810546875,258.24078369140625,194.90142822265625,167.21957397460938,146.87014770507812,154.5267791748047,247.37710571289062,218.43972778320312,315.2250671386719,4918.287109375,797.3955688476562,6207.1337890625,1723.9351806640625,3994.86669921875,22076.568359375,13858.0322265625,7648845.5,117945.59375,39883.2890625,295557.15625,917708672.0,145584373760.0,496963712.0,1121666.75,60726636.0,182284233736192.0,182947856384.0,196695088.0,1596005023744.0
32,weight_sign_neg_front,300.1289367675781,83646.15625,18557.890625,4609.466796875,1250.4510498046875,731.5887451171875,1013.3541259765625,449.52197265625,368.6421813964844,199.29159545898438,121.7433090209961,155.5839385986328,168.32119750976562,787.9904174804688,323.54840087890625,203.09326171875,1706.5087890625,1201.24072265625,1288.1993408203125,1204.4912109375,8827.8671875,69290.9375,26250.474609375,272464.59375,5928047.5,177139.625,344167.59375,1189855.75,156016.78125,11287510.0,11343505.0,11140193.0
32,weight_sign_pos_front,750.3199462890625,15717.3505859375,2865.72998046875,626.8510131835938,622.6268920898438,798.6735229492188,1364.9146728515625,1383.563720703125,1061.0640869140625,1097.2542724609375,1895.89306640625,70442.2578125,263328.78125,1280023.375,255494736.0,345487488.0,854921664.0,5108979200.0,709747840.0,7915978240.0,61630595072.0,58059034624.0,22909874176.0,173557229289472.0,511154290688.0,453083851128832.0,34601256878080.0,589111337418752.0,99078302072832.0,458356259028992.0,222611426508800.0,1482578418728960.0
