dataset,variant,variant_label,regularizer,reg_coeff,hinge_tau,sigma,n,acc_mean,acc_std
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0,5,91.128000,0.181301
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0.25,5,91.100000,0.117047
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0.5,5,91.018000,0.175129
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,0.75,5,90.980000,0.133604
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1,5,90.780000,0.077782
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1.25,5,90.624000,0.134090
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1.5,5,90.158000,0.206325
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1.75,5,89.580000,0.281514
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2,5,88.656000,0.478519
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2.25,5,87.230000,0.851675
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2.5,5,85.076000,1.235326
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2.75,5,82.234000,2.008614
cifar10,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,3,5,77.996000,3.226884
cifar10,l1,l1_rc1e-5,l1,1e-05,none,0,5,89.874000,0.199700
cifar10,l1,l1_rc1e-5,l1,1e-05,none,0.25,5,89.752000,0.212767
cifar10,l1,l1_rc1e-5,l1,1e-05,none,0.5,5,89.726000,0.191651
cifar10,l1,l1_rc1e-5,l1,1e-05,none,0.75,5,89.702000,0.163615
cifar10,l1,l1_rc1e-5,l1,1e-05,none,1,5,89.500000,0.205670
cifar10,l1,l1_rc1e-5,l1,1e-05,none,1.25,5,89.398000,0.239102
cifar10,l1,l1_rc1e-5,l1,1e-05,none,1.5,5,89.016000,0.131072
cifar10,l1,l1_rc1e-5,l1,1e-05,none,1.75,5,88.592000,0.164073
cifar10,l1,l1_rc1e-5,l1,1e-05,none,2,5,88.038000,0.217071
cifar10,l1,l1_rc1e-5,l1,1e-05,none,2.25,5,87.180000,0.404290
cifar10,l1,l1_rc1e-5,l1,1e-05,none,2.5,5,85.834000,0.504906
cifar10,l1,l1_rc1e-5,l1,1e-05,none,2.75,5,84.418000,0.487924
cifar10,l1,l1_rc1e-5,l1,1e-05,none,3,5,82.010000,0.895517
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0,5,90.378000,0.144983
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0.25,5,90.308000,0.117771
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0.5,5,90.296000,0.201321
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,0.75,5,90.194000,0.161338
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1,5,90.220000,0.197484
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1.25,5,89.944000,0.137222
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1.5,5,89.688000,0.194602
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1.75,5,89.314000,0.152742
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2,5,89.026000,0.089889
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2.25,5,88.590000,0.139284
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2.5,5,88.030000,0.302407
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2.75,5,87.340000,0.069642
cifar10,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,3,5,86.586000,0.207798
cifar10,weight_decay,weight_decay,weight_decay,none,none,0,5,90.594000,0.132401
cifar10,weight_decay,weight_decay,weight_decay,none,none,0.25,5,90.144000,0.171552
cifar10,weight_decay,weight_decay,weight_decay,none,none,0.5,5,85.042000,0.666461
cifar10,weight_decay,weight_decay,weight_decay,none,none,0.75,5,61.618000,5.597881
cifar10,weight_decay,weight_decay,weight_decay,none,none,1,5,23.238000,6.062810
cifar10,weight_decay,weight_decay,weight_decay,none,none,1.25,5,12.626000,1.938873
cifar10,weight_decay,weight_decay,weight_decay,none,none,1.5,5,10.770000,0.908130
cifar10,weight_decay,weight_decay,weight_decay,none,none,1.75,5,10.268000,0.341570
cifar10,weight_decay,weight_decay,weight_decay,none,none,2,5,10.076000,0.105024
cifar10,weight_decay,weight_decay,weight_decay,none,none,2.25,5,10.028000,0.038341
cifar10,weight_decay,weight_decay,weight_decay,none,none,2.5,5,10.004000,0.005477
cifar10,weight_decay,weight_decay,weight_decay,none,none,2.75,5,10.000000,0.000000
cifar10,weight_decay,weight_decay,weight_decay,none,none,3,5,10.000000,0.000000
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,0,5,91.102000,0.073959
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,0.25,5,91.046000,0.128569
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,0.5,5,91.002000,0.169027
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,0.75,5,90.982000,0.155949
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,1,5,90.816000,0.152905
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,1.25,5,90.468000,0.208614
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,1.5,5,90.140000,0.103923
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,1.75,5,89.466000,0.215824
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,2,5,88.490000,0.245662
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,2.25,5,87.088000,0.474363
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,2.5,5,85.006000,0.749887
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,2.75,5,81.898000,1.128127
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,3,5,77.690000,1.974031
