block,has_shortcut_conv,kappa_res_mean,kappa_sc_mean,phi_res_mean,phi_sc_mean,cov_mean,frac_phi_neg_res,frac_phi_neg_sc,delta_u_rms_mean
conv2_x.0,0,0.9921386241912842,1.0077605247497559,0.03597009927034378,0.009994909167289734,0.0007988266879692674,0.0,0.0,0.18895623087882996
conv2_x.1,0,0.43349626660346985,1.5663471221923828,0.005971454083919525,0.0100021343678236,3.5602119169197977e-05,0.0,0.0,0.12162387371063232
conv3_x.0,1,1.0584971904754639,0.941368818283081,0.011399297043681145,0.014235170558094978,0.0002922742278315127,0.0,0.0,0.15290707349777222
conv3_x.1,0,0.5876818895339966,1.4121769666671753,0.007131000980734825,0.010011996142566204,1.7235019186045974e-05,0.0,0.0,0.12752720713615417
conv4_x.0,1,1.4149771928787231,0.5847829580307007,0.006826817989349365,0.0028725089505314827,7.865291991038248e-05,0.0,0.0,0.09784305840730667
conv4_x.1,0,0.7365138530731201,1.2633596658706665,0.009428055956959724,0.009992661885917187,1.4838232345937286e-05,0.0,0.0,0.13581693172454834
conv5_x.0,1,0.958959698677063,1.0409530401229858,0.012172648683190346,0.01295611821115017,0.0003947796649299562,0.0,0.0,0.159083753824234
conv5_x.1,0,0.0405583381652832,1.9592454433441162,0.00020778735051862895,0.009998875670135021,3.111796104349196e-05,0.0,0.0,0.10132154822349548
