name,role,is_head,matched,n_params,out_channels,bn_name,if_name,risk_mean,risk_max,p_gt_tau,q_mean,q_max,q_os_mean
conv1.0,stem,False,True,1728,64,conv1.1,conv1.2,3.4741456508636475,8.30929946899414,1.0,2.999999761581421,2.999999761581421,12.89658260345459
conv2_x.0.residual_function.0,residual_preact,False,True,36864,64,conv2_x.0.residual_function.1,conv2_x.0.residual_function.2,0.8429868221282959,3.575529098510742,1.0,2.999999761581421,2.999999761581421,2.3719472885131836
conv2_x.0.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.0.residual_function.4,conv2_x.0.act,0.9982685446739197,8.30929946899414,1.0,2.999999761581421,2.999999761581421,2.9930741786956787
conv2_x.1.residual_function.0,residual_preact,False,True,36864,64,conv2_x.1.residual_function.1,conv2_x.1.residual_function.2,0.7325752973556519,2.5505764484405518,1.0,2.999999761581421,2.999999761581421,1.9303011894226074
conv2_x.1.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.1.residual_function.4,conv2_x.1.act,1.569823980331421,8.30929946899414,1.0,2.999999761581421,2.999999761581421,5.279295444488525
conv3_x.0.residual_function.0,residual_preact,False,True,73728,128,conv3_x.0.residual_function.1,conv3_x.0.residual_function.2,1.3045252561569214,2.8157825469970703,1.0,2.999999761581421,2.999999761581421,4.2181010246276855
conv3_x.0.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.0.residual_function.4,conv3_x.0.act,1.103827953338623,2.8049018383026123,1.0,2.999999761581421,2.999999761581421,3.415311813354492
conv3_x.0.shortcut.0,shortcut,False,True,8192,128,conv3_x.0.shortcut.1,conv3_x.0.act,1.8715412616729736,7.05557107925415,1.0,2.999999761581421,2.999999761581421,6.4861650466918945
conv3_x.1.residual_function.0,residual_preact,False,True,147456,128,conv3_x.1.residual_function.1,conv3_x.1.residual_function.2,0.5193312168121338,0.5193312168121338,1.0,2.999999761581421,2.999999761581421,1.0773248672485352
conv3_x.1.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.1.residual_function.4,conv3_x.1.act,2.202730417251587,7.8975677490234375,1.0,2.999999761581421,2.999999761581421,7.810921669006348
conv4_x.0.residual_function.0,residual_preact,False,True,294912,256,conv4_x.0.residual_function.1,conv4_x.0.residual_function.2,0.5193312168121338,0.5193312168121338,1.0,2.999999761581421,2.999999761581421,1.0773248672485352
conv4_x.0.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.0.residual_function.4,conv4_x.0.act,0.6259163618087769,1.1244453191757202,1.0,2.999999761581421,2.999999761581421,1.5036656856536865
conv4_x.0.shortcut.0,shortcut,False,True,32768,256,conv4_x.0.shortcut.1,conv4_x.0.act,0.5242332220077515,1.1303681135177612,1.0,2.999999761581421,2.999999761581421,1.0969328880310059
conv4_x.1.residual_function.0,residual_preact,False,True,589824,256,conv4_x.1.residual_function.1,conv4_x.1.residual_function.2,0.5801903009414673,8.30929946899414,1.0,2.999999761581421,2.999999761581421,1.3207613229751587
conv4_x.1.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.1.residual_function.4,conv4_x.1.act,4.219521999359131,8.30929946899414,1.0,2.999999761581421,2.999999761581421,15.878087997436523
conv5_x.0.residual_function.0,residual_preact,False,True,1179648,512,conv5_x.0.residual_function.1,conv5_x.0.residual_function.2,1.4524927139282227,2.6208531856536865,1.0,2.999999761581421,2.999999761581421,4.809970855712891
conv5_x.0.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.0.residual_function.4,conv5_x.0.act,0.8455945253372192,1.9123413562774658,1.0,2.999999761581421,2.999999761581421,2.382377862930298
conv5_x.0.shortcut.0,shortcut,False,True,131072,512,conv5_x.0.shortcut.1,conv5_x.0.act,3.0714752674102783,7.785240173339844,1.0,2.999999761581421,2.999999761581421,11.285901069641113
conv5_x.1.residual_function.0,residual_preact,False,True,2359296,512,conv5_x.1.residual_function.1,conv5_x.1.residual_function.2,0.5193312168121338,0.5193312168121338,1.0,2.999999761581421,2.999999761581421,1.0773248672485352
conv5_x.1.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.1.residual_function.4,conv5_x.1.act,0.6858128309249878,8.30929946899414,1.0,2.999999761581421,2.999999761581421,1.7432513236999512
fc,classifier_head,True,False,5120,10,,,nan,nan,nan,1.0,1.0,1.0
