L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,91.150000,91.100000,91.150000,90.970000,91.030000,90.640000,90.250000,89.620000,88.470000,86.970000,84.630000,81.530000,76.620000,70.360000,62.290000,52.130000,42.080000,33.000000,26.460000,21.350000,18.530000
