L,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,29.210000,22.220000,17.600000,13.150000,10.410000,8.130000,6.530000,5.430000,4.650000,3.800000,3.510000,2.900000,2.580000,2.400000,2.090000,2.090000,1.810000
