block,has_shortcut_conv,kappa_res_mean,kappa_sc_mean,phi_res_mean,phi_sc_mean,cov_mean,frac_phi_neg_res,frac_phi_neg_sc,delta_u_rms_mean
conv2_x.0,0,1.7770189046859741,0.22295883297920227,0.33289384841918945,0.010003916919231415,0.00010622191621223465,0.0,0.0,0.5119009017944336
conv2_x.1,0,0.4006893038749695,1.5991507768630981,0.0027885602321475744,0.010004767216742039,-1.7136087535618572e-06,0.0,0.0,0.11277367174625397
conv3_x.0,1,1.4462230205535889,0.42871859669685364,0.028267093002796173,0.007544577121734619,-6.031925749994116e-06,0.0,0.0,0.17929908633232117
conv3_x.1,0,0.11327175796031952,1.886539340019226,0.0006509778904728591,0.009991028346121311,3.191684072589851e-07,0.0,0.0,0.1030886173248291
conv4_x.0,1,1.4550254344940186,0.5446227192878723,0.00448127556592226,0.0017658292781561613,5.123548589835991e-07,0.0,0.0,0.0782022774219513
conv4_x.1,0,0.34688180685043335,1.6529526710510254,0.0022691094782203436,0.009996959939599037,-3.7482859625015408e-06,0.0,0.0,0.11050879955291748
conv5_x.0,1,1.0459229946136475,0.9422578811645508,0.01659933291375637,0.013661295175552368,1.9650464309961535e-05,0.0,0.0,0.16645781695842743
conv5_x.1,0,0.22464635968208313,1.7751761674880981,0.0013045817613601685,0.010011265054345131,4.307092240196653e-06,0.0,0.0,0.10635486245155334
